rank,country,region,score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_life_choice,generosity,corruption_perceptions,dystopia,population,year,sqrt_of_population,posx
157,Burundi,Sub-Saharan Africa,2.905,0.06831,0.23442,0.15747,0.0432,0.2029,0.09419,2.1040400000000004,10500000.0,2016,3240.37034920393,29.339998
1,Norway,Western Europe,7.537000179290769,1.6164631843566901,1.53352355957031,0.796666502952576,0.635422587394714,0.36201223731041,0.31596383452415505,2.27702665328979,5300000.0,2017,2302.1728866442677,28.165547
2,Denmark,Western Europe,7.52199983596802,1.48238301277161,1.55112159252167,0.7925655245780941,0.626006722450256,0.3552804887294771,0.40077006816863997,2.31370735168457,5730000.0,2017,2393.741840717165,12.690006
3,Iceland,Western Europe,7.50400018692017,1.480633020401,1.6105740070343,0.8335521221160892,0.6271626353263849,0.47554022073745705,0.15352655947208402,2.32271528244019,334000.0,2017,577.9273310719956,-14.508695
4,Switzerland,Western Europe,7.49399995803833,1.5649795532226598,1.51691174507141,0.858131289482117,0.620070576667786,0.29054927825927696,0.36700728535652205,2.2767162322998,8460000.0,2017,2908.6079144497976,9.594226
5,Finland,Western Europe,7.468999862670901,1.44357192516327,1.5402467250824,0.80915766954422,0.6179508566856379,0.24548277258873,0.38261154294014,2.4301815032958998,5510000.0,2017,2347.3389188611004,28.59193
6,Netherlands,Western Europe,7.3769998550415,1.50394463539124,1.42893922328949,0.8106961250305179,0.5853844881057739,0.47048982977867104,0.282661825418472,2.29480409622192,17000000.0,2017,4123.105625617661,6.074183
7,Canada,North America,7.31599998474121,1.47920441627502,1.48134899139404,0.83455765247345,0.611100912094116,0.435539722442627,0.287371516227722,2.18726444244385,36700000.0,2017,6058.052492344384,-63.6645
8,New Zealand,Australia and New Zealand,7.31400012969971,1.40570604801178,1.54819512367249,0.816759705543518,0.6140621304512021,0.500005125999451,0.38281670212745705,2.0464563369751,4700000.0,2017,2167.94833886788,173.020375
9,Sweden,Western Europe,7.28399991989136,1.49438726902008,1.47816216945648,0.830875158309937,0.612924098968506,0.38539925217628496,0.384398728609085,2.09753799438477,9900000.0,2017,3146.4265445104547,22.183173
10,Australia,Australia and New Zealand,7.28399991989136,1.4844149351120002,1.5100419521331798,0.84388679265976,0.601607382297516,0.47769924998283403,0.301183730363846,2.06521081924438,24600000.0,2017,4959.838707054898,145.397978
11,Israel,Middle East and Northern Africa,7.212999820709231,1.3753824234008798,1.37628996372223,0.83840399980545,0.40598860383033797,0.330082654953003,0.0852421000599861,2.80175733566284,8240000.0,2017,2870.5400188814647,
12,Costa Rica,Latin America and Caribbean,7.0789999961853,1.10970628261566,1.4164036512374898,0.7595092654228209,0.580131649971008,0.21461322903633104,0.100106589496136,2.89863920211792,4950000.0,2017,2224.859546128699,-82.965783
13,Austria,Western Europe,7.00600004196167,1.4870972633361799,1.4599449634552,0.8153284192085269,0.567766189575195,0.316472321748734,0.22106036543846105,2.1385064125061004,8820000.0,2017,2969.8484809834995,16.979667
14,United States,North America,6.993000030517581,1.54625928401947,1.4199205636978103,0.7742866277694699,0.505740523338318,0.392578780651093,0.135638788342476,2.2181134223937997,325000000.0,2017,18027.756377319947,-155.54211
15,Ireland,Western Europe,6.9770002365112305,1.5357066392898602,1.5582311153411899,0.8097826242446899,0.5731103420257571,0.42785832285881,0.29838815331459007,1.77386903762817,4750000.0,2017,2179.449471770337,-6.197885
16,Germany,Western Europe,6.9510002136230495,1.48792338371277,1.47252035140991,0.798950731754303,0.562511384487152,0.33626917004585305,0.276731938123703,2.01576995849609,82700000.0,2017,9093.954035511726,9.921906
17,Belgium,Western Europe,6.89099979400635,1.4637807607650801,1.4623126983642598,0.8180918693542479,0.5397707223892211,0.23150333762168898,0.251343131065369,2.12421035766602,11400000.0,2017,3376.3886032268265,3.314971
18,Luxembourg,Western Europe,6.86299991607666,1.74194359779358,1.45758366584778,0.845089495182037,0.59662789106369,0.283180981874466,0.31883442401886,1.61951208114624,592000.0,2017,769.4153624668538,6.043073
19,United Kingdom,Western Europe,6.71400022506714,1.44163393974304,1.4964600801467902,0.805335938930511,0.508190035820007,0.492774158716202,0.265428066253662,1.7041435241699199,66700000.0,2017,8167.006795638167,-5.661949
20,Chile,Latin America and Caribbean,6.65199995040894,1.25278460979462,1.28402495384216,0.8194797039031979,0.376895278692245,0.3266624212265011,0.0822879821062088,2.5095858573913596,18500000.0,2017,4301.162633521313,-68.63401
21,United Arab Emirates,Middle East and Northern Africa,6.6479997634887695,1.6263433694839498,1.2664102315902699,0.726798236370087,0.60834527015686,0.3609419465065,0.324489563703537,1.734703540802,9490000.0,2017,3080.5843601498727,51.579519
22,Brazil,Latin America and Caribbean,6.6350002288818395,1.1073532104492199,1.43130600452423,0.6165523529052729,0.437453746795654,0.16234989464282998,0.11109276115894301,2.7692670822143595,208000000.0,2017,14422.205101855958,-57.625133
23,Czech Republic,Central and Eastern Europe,6.60900020599365,1.35268235206604,1.4338852167129499,0.754444003105164,0.49094617366790794,0.0881067588925362,0.0368729270994663,2.45186185836792,10600000.0,2017,3255.764119219941,16.960288
24,Argentina,Latin America and Caribbean,6.59899997711182,1.18529546260834,1.44045114517212,0.695137083530426,0.49451920390129106,0.109457060694695,0.05973988771438599,2.61400532722473,43900000.0,2017,6625.707509390978,-65.5
25,Mexico,Latin America and Caribbean,6.57800006866455,1.1531838178634601,1.2108621597290001,0.709978997707367,0.412730008363724,0.12099043279886199,0.132774114608765,2.8371548652648904,125000000.0,2017,11180.339887498949,-97.140008
26,Singapore,Southeastern Asia,6.57200002670288,1.69227766990662,1.35381436347961,0.9494923949241642,0.549840569496155,0.345965981483459,0.46430778503417997,1.2163619995117199,5710000.0,2017,2389.560629069704,
27,Malta,Western Europe,6.52699995040894,1.34327983856201,1.48841166496277,0.821944236755371,0.588767051696777,0.5747305750846861,0.153066068887711,1.55686283111572,438000.0,2017,661.8156843109718,
28,Uruguay,Latin America and Caribbean,6.4539999961853,1.2175596952438401,1.4122278690338101,0.719216823577881,0.5793922543525699,0.175096929073334,0.17806187272071802,2.17240953445435,3440000.0,2017,1854.7236990991407,-57.625133
29,Guatemala,Latin America and Caribbean,6.4539999961853,0.872001945972443,1.25558519363403,0.540239989757538,0.5313106179237371,0.283488392829895,0.0772232785820961,2.89389109611511,16900000.0,2017,4110.960958218893,-90.095555
30,Panama,Latin America and Caribbean,6.4520001411438,1.23374843597412,1.3731925487518302,0.706156134605408,0.550026834011078,0.21055693924427,0.070983923971653,2.30719995498657,4110000.0,2017,2027.3134932713292,-77.881571
31,France,Western Europe,6.44199991226196,1.43092346191406,1.38777685165405,0.8444658517837521,0.470222115516663,0.129762306809425,0.172502428293228,2.00595474243164,64800000.0,2017,8049.844718999243,-52.556425
32,Thailand,Southeastern Asia,6.4239997863769505,1.12786877155304,1.4257924556732198,0.647239029407501,0.580200731754303,0.572123110294342,0.0316127352416515,2.03950834274292,69200000.0,2017,8318.653737234168,102.584932
34,Spain,Western Europe,6.40299987792969,1.38439786434174,1.53209090232849,0.888960599899292,0.408781230449677,0.190133571624756,0.0709140971302986,1.92775774002075,46600000.0,2017,6826.4192663504045,-9.034818
35,Qatar,Middle East and Northern Africa,6.375,1.8707656860351598,1.27429687976837,0.7100980877876278,0.604130983352661,0.33047387003898604,0.43929925560951205,1.1454644203186002,2720000.0,2017,1649.2422502470642,50.810108
36,Colombia,Latin America and Caribbean,6.35699987411499,1.07062232494354,1.4021829366683998,0.595027923583984,0.47748741507530196,0.14901447296142598,0.0466687418520451,2.6160681247711204,48900000.0,2017,6992.853494818835,-75.373223
37,Saudi Arabia,Middle East and Northern Africa,6.343999862670901,1.53062355518341,1.28667759895325,0.590148329734802,0.449750572443008,0.147616013884544,0.27343225479126004,2.0654296875,33100000.0,2017,5753.25994545701,42.779332
38,Trinidad and Tobago,Latin America and Caribbean,6.1680002212524405,1.36135590076447,1.3802285194397,0.5199832916259771,0.518630743026733,0.32529646158218395,0.00896481610834599,2.0532474517822297,1380000.0,2017,1174.7340124470732,-61.68
39,Kuwait,Middle East and Northern Africa,6.10500001907349,1.63295245170593,1.25969874858856,0.6321057081222529,0.49633759260177596,0.228289797902107,0.21515955030918102,1.64042520523071,4060000.0,2017,2014.9441679609884,47.974519
40,Slovakia,Central and Eastern Europe,6.09800004959106,1.32539355754852,1.5050592422485398,0.712732911109924,0.295817464590073,0.136544480919838,0.0242108516395092,2.09777665138245,5450000.0,2017,2334.5235059857505,18.853144
41,Bahrain,Middle East and Northern Africa,6.08699989318848,1.4884122610092199,1.3231104612350502,0.653133034706116,0.536746919155121,0.17266848683357197,0.257042169570923,1.65614938735962,1490000.0,2017,1220.6555615733703,
42,Malaysia,Southeastern Asia,6.08400011062622,1.29121541976929,1.28464603424072,0.618784427642822,0.40226498246192893,0.416608929634094,0.0656007081270218,2.00444889068604,31100000.0,2017,5576.737397439474,101.075516
43,Nicaragua,Latin America and Caribbean,6.07100009918213,0.737299203872681,1.28721570968628,0.6530959606170649,0.447551846504211,0.301674216985703,0.130687981843948,2.51393055915833,6380000.0,2017,2525.866188063018,-85.71254
44,Ecuador,Latin America and Caribbean,6.00799989700317,1.00082039833069,1.2861688137054401,0.685636222362518,0.4551981985569,0.15011246502399403,0.140134647488594,2.29035258293152,16800000.0,2017,4098.780306383839,-80.302561
45,El Salvador,Latin America and Caribbean,6.002999782562259,0.9097844958305359,1.1821250915527302,0.596018552780151,0.432452529668808,0.0782579854130745,0.0899809598922729,2.7145938873291002,6390000.0,2017,2527.8449319529077,-87.793111
46,Poland,Central and Eastern Europe,5.97300004959106,1.29178786277771,1.44571197032928,0.699475347995758,0.520342111587524,0.158465966582298,0.0593078061938286,1.7977228164672898,38000000.0,2017,6164.414002968976,15.016996
47,Uzbekistan,Central and Eastern Europe,5.97100019454956,0.786441087722778,1.5489691495895401,0.498272627592087,0.6582486629486078,0.41598364710807795,0.246528223156929,1.8169136047363301,32000000.0,2017,5656.85424949238,66.518607
48,Italy,Western Europe,5.96400022506714,1.3950666189193701,1.44492328166962,0.8531443476676941,0.256450712680817,0.17278964817523998,0.0280280914157629,1.81331205368042,60700000.0,2017,7791.020472312982,15.520376
49,Russia,Central and Eastern Europe,5.962999820709231,1.28177809715271,1.46928238868713,0.547349333763123,0.373783111572266,0.0522638224065304,0.0329628810286522,2.20560741424561,146000000.0,2017,12083.045973594571,143.648007
50,Belize,Latin America and Caribbean,5.955999851226809,0.907975316047668,1.0814177989959701,0.45019176602363603,0.5475093722343439,0.24001564085483604,0.0965810716152191,2.63195562362671,376000.0,2017,613.1883886702357,-89.14308
51,Japan,Eastern Asia,5.92000007629395,1.41691517829895,1.43633782863617,0.9134758710861209,0.505625545978546,0.12057276815175999,0.163760736584663,1.36322355270386,128000000.0,2017,11313.70849898476,134.638428
52,Lithuania,Central and Eastern Europe,5.90199995040894,1.3145823478698702,1.47351610660553,0.62894994020462,0.234231784939766,0.010164656676352,0.0118656428530812,2.22844052314758,2850000.0,2017,1688.1943016134132,22.731099
53,Algeria,Middle East and Northern Africa,5.872000217437741,1.09186446666718,1.1462174654007,0.6175846457481379,0.233335807919502,0.0694366469979286,0.14609611034393302,2.5676038265228303,41400000.0,2017,6434.283176858165,11.999506
54,Latvia,Central and Eastern Europe,5.849999904632571,1.26074862480164,1.40471494197845,0.638566970825195,0.32570791244506797,0.153074786067009,0.0738427266478539,1.9936552047729499,1950000.0,2017,1396.4240043768941,21.0558
55,South Korea,Eastern Asia,5.837999820709231,1.40167844295502,1.1282744407653797,0.900214076042175,0.257921665906906,0.206674367189407,0.0632826685905457,1.8803780078887902,51100000.0,2017,7148.426400264607,128.349716
56,Moldova,Central and Eastern Europe,5.837999820709231,0.7288706302642819,1.25182557106018,0.5894652009010309,0.24072904884815197,0.20877912640571603,0.0100912861526012,2.80780839920044,4060000.0,2017,2014.9441679609884,26.619337
57,Romania,Central and Eastern Europe,5.824999809265139,1.21768391132355,1.15009129047394,0.6851583123207089,0.457003742456436,0.133519917726517,0.0043879006989300294,2.17683148384094,19700000.0,2017,4438.468204234429,22.710531
58,Bolivia,Latin America and Caribbean,5.82299995422363,0.833756566047668,1.2276190519332901,0.47363024950027505,0.5587329268455511,0.22556072473526,0.0604777261614799,2.4432790279388397,11200000.0,2017,3346.640106136302,-62.846468
59,Turkmenistan,Central and Eastern Europe,5.82200002670288,1.1307767629623402,1.49314916133881,0.437726080417633,0.41827192902565,0.24992498755454998,0.25927034020423895,1.83290982246399,5760000.0,2017,2400.0,61.210817
60,Kazakhstan,Central and Eastern Europe,5.8189997673034695,1.2845562696456898,1.3843690156936599,0.6060415506362921,0.43745428323745705,0.20196442306041698,0.11928288638591802,1.7848925590515101,18100000.0,2017,4254.40947723653,70.962315
62,Slovenia,Central and Eastern Europe,5.75799989700317,1.3412059545516999,1.4525188207626298,0.7908282279968258,0.572575807571411,0.242649093270302,0.0451289787888527,1.31331729888916,2080000.0,2017,1442.2205101855957,13.806475
63,Peru,Latin America and Caribbean,5.71500015258789,1.0352252721786501,1.21877038478851,0.6301661133766171,0.45000287890434293,0.126819714903831,0.0470490865409374,2.2072694301605202,31400000.0,2017,5603.57029044876,-69.590424
64,Mauritius,Sub-Saharan Africa,5.62900018692017,1.1893955469131499,1.20956099033356,0.6380074620246889,0.491247326135635,0.360933750867844,0.0421815551817417,1.6975839138031,1260000.0,2017,1122.4972160321825,
65,Cyprus,Western Europe,5.62099981307983,1.3559380769729599,1.13136327266693,0.84471470117569,0.35511153936386103,0.271254301071167,0.0412379764020443,1.62124919891357,1180000.0,2017,1086.2780491200215,33.973617
66,Estonia,Central and Eastern Europe,5.61100006103516,1.3208793401718102,1.47667109966278,0.695168316364288,0.479131430387497,0.0988908112049103,0.18324892222881303,1.35750865936279,1320000.0,2017,1148.9125293076058,24.312863
67,Belarus,Central and Eastern Europe,5.5689997673034695,1.15655755996704,1.4449452161788898,0.6377142667770389,0.295400261878967,0.15513750910759,0.156313821673393,1.72323298454285,9450000.0,2017,3074.0852297878796,23.484128
68,Libya,Middle East and Northern Africa,5.525000095367429,1.1018030643463101,1.3575643301010099,0.520169019699097,0.465733230113983,0.15207366645336198,0.0926102101802826,1.8350112438201898,6580000.0,2017,2565.151067676132,14.8513
69,Turkey,Middle East and Northern Africa,5.5,1.1982743740081798,1.33775317668915,0.6376056075096129,0.300740599632263,0.0466930419206619,0.0996715798974037,1.87927794456482,81100000.0,2017,9005.553841935542,36.913127
70,Paraguay,Latin America and Caribbean,5.493000030517581,0.932537317276001,1.50728487968445,0.579250693321228,0.473507791757584,0.224150657653809,0.091065913438797,1.6853334903716999,6870000.0,2017,2621.0684844162315,-62.685057
72,Philippines,Southeastern Asia,5.42999982833862,0.85769921541214,1.25391757488251,0.46800905466079706,0.585214674472809,0.193513423204422,0.0993318930268288,1.9726047515869098,105000000.0,2017,10246.950765959598,126.376814
73,Serbia,Central and Eastern Europe,5.39499998092651,1.06931757926941,1.2581897974014298,0.65078467130661,0.20871552824974102,0.22012588381767298,0.0409037806093693,1.94708442687988,8830000.0,2017,2971.531591620725,
74,Jordan,Middle East and Northern Africa,5.33599996566772,0.9910123944282528,1.2390888929367099,0.6045900583267211,0.418421149253845,0.17217046022415197,0.11980327218771002,1.79117655754089,9790000.0,2017,3128.897569432403,35.545665
75,Hungary,Central and Eastern Europe,5.32399988174438,1.2860119342803997,1.34313309192657,0.6877634525299069,0.17586351931095098,0.0784016624093056,0.0366369374096394,1.7164592742919902,9730000.0,2017,3119.2947920964443,16.202298
76,Jamaica,Latin America and Caribbean,5.31099987030029,0.925579309463501,1.3682180643081698,0.6410223841667181,0.474307239055634,0.23381833732128102,0.0552677810192108,1.61232566833496,2920000.0,2017,1708.8007490635061,-77.569601
77,Croatia,Central and Eastern Europe,5.2930002212524405,1.22255623340607,0.9679830074310299,0.701288521289825,0.255772292613983,0.248002976179123,0.0431031100451946,1.85449242591858,4180000.0,2017,2044.5048300260873,18.829838
79,China,Eastern Asia,5.2729997634887695,1.08116579055786,1.16083741188049,0.741415500640869,0.47278770804405196,0.0288068410009146,0.0227942746132612,1.76493859291077,1420000000.0,2017,37682.88736283354,110.339188
80,Pakistan,Southern Asia,5.26900005340576,0.7268835306167599,0.6726906895637509,0.40204778313636796,0.23521526157856,0.31544601917266807,0.12434806674718901,2.7924892902374303,208000000.0,2017,14422.205101855958,75.158028
81,Indonesia,Southeastern Asia,5.26200008392334,0.995538592338562,1.2744446992874099,0.49234572052955605,0.443323463201523,0.611704587936401,0.0153171354904771,1.42947697639465,265000000.0,2017,16278.820596099706,120.715609
82,Venezuela,Latin America and Caribbean,5.25,1.12843120098114,1.43133759498596,0.617144227027893,0.15399712324142498,0.0650196298956871,0.0644911229610443,1.78946375846863,29400000.0,2017,5422.176684690384,-71.331584
83,Montenegro,Central and Eastern Europe,5.23699998855591,1.12112903594971,1.23837649822235,0.6674646735191351,0.194989055395126,0.197911024093628,0.0881741940975189,1.72919154167175,628000.0,2017,792.4645102463579,19.801613
84,Morocco,Middle East and Northern Africa,5.2350001335144,0.8781145811080929,0.774864435195923,0.59771066904068,0.408158332109451,0.0322099551558495,0.0877631828188896,2.45618939399719,35600000.0,2017,5966.573556070519,-5.193863
85,Azerbaijan,Central and Eastern Europe,5.234000205993651,1.1536017656326298,1.15240025520325,0.5407757759094239,0.39815583825111406,0.0452693402767181,0.180987507104874,1.7624816894531203,9850000.0,2017,3138.4709652950432,45.001987
86,Dominican Republic,Latin America and Caribbean,5.230000019073491,1.07937383651733,1.4024167060852097,0.574873745441437,0.55258983373642,0.186967849731445,0.113945253193378,1.3194651603698702,10500000.0,2017,3240.37034920393,-71.712361
87,Greece,Western Europe,5.2270002365112305,1.28948748111725,1.23941457271576,0.8101989030838009,0.0957312509417534,0.0,0.043289776891470004,1.74922156333923,10600000.0,2017,3255.764119219941,23.69998
88,Lebanon,Middle East and Northern Africa,5.22499990463257,1.07498753070831,1.1296242475509601,0.7350810766220089,0.28851598501205394,0.26445075869560203,0.037513829767704,1.69507384300232,6820000.0,2017,2611.512971440119,35.821101
89,Portugal,Western Europe,5.19500017166138,1.3151752948761002,1.36704301834106,0.795843541622162,0.498465299606323,0.0951027125120163,0.0158694516867399,1.10768270492554,10300000.0,2017,3209.3613071762425,-9.034818
90,Bosnia and Herzegovina,Central and Eastern Europe,5.18200016021729,0.982409417629242,1.0693359375,0.705186307430267,0.204403176903725,0.328867495059967,0.0,1.89217257499695,3350000.0,2017,1830.3005217723128,19.005486
91,Honduras,Latin America and Caribbean,5.1810002326965305,0.730573117733002,1.14394497871399,0.582569479942322,0.348079860210419,0.23618887364864302,0.0733454525470734,2.0658111572265603,9430000.0,2017,3070.8305065568175,-87.316654
92,Macedonia,Central and Eastern Europe,5.175000190734861,1.06457793712616,1.20789301395416,0.644948184490204,0.325905978679657,0.25376096367836,0.0602777935564518,1.6174693107605,2080000.0,2017,1442.2205101855957,20.59023
93,Somalia,Sub-Saharan Africa,5.151000022888179,0.0226431842893362,0.7211513519287109,0.11398913711309401,0.602126955986023,0.291631311178207,0.28241032361984303,3.11748456954956,14600000.0,2017,3820.99463490856,49.72862
94,Vietnam,Southeastern Asia,5.07399988174438,0.7885475754737851,1.27749133110046,0.6521689891815191,0.571055591106415,0.23496805131435397,0.0876332372426987,1.46231865882874,94600000.0,2017,9726.253132630263,108.05018
95,Nigeria,Sub-Saharan Africa,5.07399988174438,0.783756256103516,1.21577048301697,0.0569157302379608,0.394952565431595,0.23094719648361198,0.0261215660721064,2.36539053916931,191000000.0,2017,13820.274961085253,8.500288
96,Tajikistan,Central and Eastern Europe,5.04099988937378,0.524713635444641,1.27146327495575,0.5292351245880129,0.47156670689582797,0.24899764358997303,0.14637714624404902,1.8490493297576898,8880000.0,2017,2979.932885150268,71.014198
97,Bhutan,Southern Asia,5.01100015640259,0.885416388511658,1.3401265144348102,0.495879292488098,0.5015376806259161,0.474054545164108,0.17338038980960802,1.14018440246582,746000.0,2017,863.7129152675674,91.696657
99,Nepal,Southern Asia,4.961999893188481,0.479820191860199,1.17928326129913,0.504130780696869,0.44030594825744607,0.39409616589546204,0.0729755461215973,1.8912410736084,27600000.0,2017,5253.570214625479,88.120441
100,Mongolia,Eastern Asia,4.95499992370605,1.0272358655929599,1.4930112361908001,0.557783484458923,0.39414396882057207,0.338464230298996,0.0329022891819477,1.1112923622131299,3110000.0,2017,1763.5192088548397,87.751264
101,South Africa,Sub-Saharan Africa,4.8289999961853,1.05469870567322,1.38478863239288,0.18708007037639604,0.479246735572815,0.13936237990856198,0.0725094974040985,1.51090860366821,57000000.0,2017,7549.83443527075,31.521001
102,Tunisia,Middle East and Northern Africa,4.80499982833862,1.00726580619812,0.8683514595031742,0.613212049007416,0.289680689573288,0.0496933571994305,0.0867231488227844,1.8902511596679699,11400000.0,2017,3376.3886032268265,9.48214
103,Palestinian Territories,Middle East and Northern Africa,4.77500009536743,0.716249227523804,1.1556471586227401,0.565666973590851,0.25471106171608,0.114173173904419,0.0892826020717621,1.8788902759552,4750000.0,2017,2179.449471770337,35.719918
104,Egypt,Middle East and Northern Africa,4.7350001335144,0.989701807498932,0.997471392154694,0.520187258720398,0.28211015462875394,0.128631442785263,0.114381365478039,1.70216107368469,96400000.0,2017,9818.350166906861,34.9226
105,Bulgaria,Central and Eastern Europe,4.71400022506714,1.1614590883255,1.4343794584274299,0.708217680454254,0.28923171758651695,0.113177694380283,0.0110515309497714,0.996139287948608,7100000.0,2017,2664.5825188948456,22.65715
106,Sierra Leone,Sub-Saharan Africa,4.70900011062622,0.36842092871666,0.984136044979095,0.005564753897488121,0.318697690963745,0.293040901422501,0.0710951760411263,2.66845989227295,7490000.0,2017,2736.7864366808017,-11.438779
107,Cameroon,Sub-Saharan Africa,4.69500017166138,0.564305365085602,0.946018218994141,0.132892116904259,0.430388748645782,0.23629845678806302,0.0513066314160824,2.3336455821991,24600000.0,2017,4959.838707054898,13.075822
108,Iran,Middle East and Northern Africa,4.69199991226196,1.15687310695648,0.7115512490272521,0.639333188533783,0.24932260811328896,0.387242913246155,0.048761073499918005,1.49873495101929,80700000.0,2017,8983.317872590282,53.921598
109,Albania,Central and Eastern Europe,4.64400005340576,0.996192753314972,0.8036852478981021,0.731159746646881,0.381498634815216,0.20131294429302202,0.0398642159998417,1.49044156074524,2880000.0,2017,1697.0562748477141,20.590247
110,Bangladesh,Southern Asia,4.60799980163574,0.586682975292206,0.735131740570068,0.533241033554077,0.478356659412384,0.17225535213947304,0.123717859387398,1.9787361621856698,160000000.0,2017,12649.110640673518,92.672721
111,Namibia,Sub-Saharan Africa,4.57399988174438,0.964434325695038,1.0984708070755,0.33861181139946,0.520303547382355,0.0771337449550629,0.0931469723582268,1.4818902015686002,2400000.0,2017,1549.1933384829667,16.344977
112,Kenya,Sub-Saharan Africa,4.55299997329712,0.560479462146759,1.0679507255554201,0.30998834967613204,0.45276376605033897,0.444860309362411,0.0646413192152977,1.6519021987915001,50200000.0,2017,7085.195833567341,40.993
113,Mozambique,Sub-Saharan Africa,4.550000190734861,0.23430564999580397,0.870701014995575,0.10665443539619399,0.48079109191894503,0.322228103876114,0.17943638563156103,2.3556509017944305,28600000.0,2017,5347.896782848375,34.559989
114,Myanmar,Southeastern Asia,4.54500007629395,0.36711055040359497,1.12323594093323,0.397522568702698,0.514492034912109,0.8380751609802249,0.188816204667091,1.11529040336609,53400000.0,2017,7307.530362578044,99.543309
115,Senegal,Sub-Saharan Africa,4.53499984741211,0.479309022426605,1.17969191074371,0.409362852573395,0.37792226672172496,0.183468893170357,0.11546044796705199,1.78964614868164,15400000.0,2017,3924.2833740697165,-16.713729
116,Zambia,Sub-Saharan Africa,4.513999938964839,0.6364067792892459,1.00318729877472,0.25783589482307395,0.461603492498398,0.249580144882202,0.0782135501503944,1.82670545578003,16900000.0,2017,4110.960958218893,32.759375
117,Iraq,Middle East and Northern Africa,4.49700021743774,1.1027104854583702,0.978613197803497,0.501180469989777,0.288555532693863,0.19963726401329,0.10721575468778599,1.31890726089478,37600000.0,2017,6131.883886702357,45.420618
118,Gabon,Sub-Saharan Africa,4.46500015258789,1.1982102394104,1.1556202173233001,0.35657858848571794,0.31232857704162603,0.0437853783369064,0.0760467872023582,1.3229162693023702,2060000.0,2017,1435.2700094407323,11.093773
119,Ethiopia,Sub-Saharan Africa,4.46000003814697,0.339233845472336,0.8646692037582401,0.35340970754623396,0.408842742443085,0.31265074014663696,0.16545571386814098,2.01574373245239,106000000.0,2017,10295.630140987001,37.90607
120,Sri Lanka,Southern Asia,4.44000005722046,1.00985014438629,1.25997638702393,0.625130832195282,0.561213254928589,0.49086356163024897,0.0736539661884308,0.41938924789428705,21100000.0,2017,4593.47363114234,81.787959
121,Armenia,Central and Eastern Europe,4.37599992752075,0.900596737861633,1.00748372077942,0.637524425983429,0.198303267359734,0.0834880918264389,0.0266744215041399,1.5214991569518999,2940000.0,2017,1714.6428199482248,43.582746
122,India,Southern Asia,4.31500005722046,0.7922212481498722,0.754372596740723,0.455427616834641,0.469987004995346,0.23153848946094502,0.0922268852591515,1.5191171169281,1340000000.0,2017,36606.01043544625,77.837451
123,Mauritania,Sub-Saharan Africa,4.29199981689453,0.6484572887420649,1.2720308303833001,0.285349279642105,0.0960980430245399,0.201870024204254,0.136957004666328,1.65163731575012,4280000.0,2017,2068.81608655772,-12.17075
124,Congo (Brazzaville),Sub-Saharan Africa,4.29099988937378,0.8089642524719242,0.8320443630218509,0.28995743393898,0.4350258708000179,0.12085212767124198,0.0796181336045265,1.7241356372833299,5110000.0,2017,2260.530911091463,12.995517
125,Georgia,Central and Eastern Europe,4.28599977493286,0.950612664222717,0.57061493396759,0.649546980857849,0.309410035610199,0.0540088154375553,0.25166663527488703,1.50013780593872,4010000.0,2017,2002.4984394500786,41.554084
126,Congo (Kinshasa),Sub-Saharan Africa,4.2800002098083505,0.0921023488044739,1.22902345657349,0.191407024860382,0.235961347818375,0.246455833315849,0.0602413564920425,2.22495865821838,81400000.0,2017,9022.194854911968,30.83386
127,Mali,Sub-Saharan Africa,4.19000005722046,0.476180493831635,1.2814733982086202,0.16936567425727803,0.306613743305206,0.183354198932648,0.10497024655342098,1.66819095611572,18500000.0,2017,4301.162633521313,-12.17075
128,Ivory Coast,Sub-Saharan Africa,4.17999982833862,0.6030489206314089,0.904780030250549,0.0486421696841717,0.4477061927318571,0.201237469911575,0.130061775445938,1.84496426582336,24400000.0,2017,4939.635614091388,-2.856125
129,Cambodia,Southeastern Asia,4.1680002212524405,0.6017650961875921,1.00623834133148,0.429783403873444,0.633375823497772,0.385922968387604,0.0681059509515762,1.04294109344482,16000000.0,2017,4000.0,103.49728
130,Sudan,Sub-Saharan Africa,4.138999938964839,0.6595166921615601,1.21400856971741,0.290920823812485,0.0149958552792668,0.182317450642586,0.089847519993782,1.6870658397674598,40800000.0,2017,6387.487769068524,33.963393
131,Ghana,Sub-Saharan Africa,4.11999988555908,0.667224824428558,0.873664736747742,0.29563772678375205,0.423026293516159,0.25692394375801103,0.0253363698720932,1.57786750793457,29100000.0,2017,5394.441583704471,1.060122
132,Ukraine,Central and Eastern Europe,4.09600019454956,0.89465194940567,1.39453756809235,0.575903952121735,0.12297477573156401,0.270061463117599,0.0230294708162546,0.8143823146820072,44500000.0,2017,6670.8320320631665,31.785998
133,Uganda,Sub-Saharan Africa,4.08099985122681,0.381430715322495,1.12982773780823,0.21763260662555703,0.443185955286026,0.32576605677604703,0.057069718837738,1.526362657547,41200000.0,2017,6418.722614352485,31.86617
134,Burkina Faso,Sub-Saharan Africa,4.03200006484985,0.35022771358490007,1.04328000545502,0.21584425866603896,0.32436785101890603,0.250864684581757,0.12032810598611803,1.72721290588379,19200000.0,2017,4381.780460041329,-2.827496
