rank,country,region,score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_life_choice,generosity,corruption_perceptions,dystopia,population,year,sqrt_of_population,posx
150,Guinea,Sub-Saharan Africa,3.656,0.17417,0.46475,0.24009,0.37725,0.28657,0.12139000000000001,1.9917200000000002,11400000.0,2015,3376.3886032268265,-8.439298
151,Ivory Coast,Sub-Saharan Africa,3.655,0.46534,0.77115,0.15185,0.46866,0.20165,0.17922000000000002,1.41723,23200000.0,2015,4816.637831516919,-2.856125
152,Burkina Faso,Sub-Saharan Africa,3.5869999999999997,0.25811999999999996,0.85188,0.27125,0.39493,0.21746999999999997,0.12832000000000002,1.46494,18100000.0,2015,4254.40947723653,-2.827496
153,Afghanistan,Southern Asia,3.575,0.31982,0.30285,0.30335,0.23414000000000001,0.3651,0.09719,1.9521,34400000.0,2015,5865.151319446072,61.210817
154,Rwanda,Sub-Saharan Africa,3.465,0.22208000000000003,0.7737,0.42863999999999997,0.59201,0.22628,0.55191,0.67042,11400000.0,2015,3376.3886032268265,30.419105
155,Benin,Sub-Saharan Africa,3.34,0.28665,0.35386,0.3191,0.4845,0.1826,0.0801,1.6332799999999998,10600000.0,2015,3255.764119219941,2.691702
156,Syria,Middle East and Northern Africa,3.0060000000000002,0.6632,0.47489,0.7219300000000001,0.15684,0.47179,0.18905999999999998,0.32858000000000004,18000000.0,2015,4242.640687119285,38.792341
157,Burundi,Sub-Saharan Africa,2.905,0.0153,0.41586999999999996,0.22396,0.1185,0.19727,0.10062,1.83302,10200000.0,2015,3193.743884534262,29.339998
158,Togo,Sub-Saharan Africa,2.839,0.20868,0.13995,0.28443,0.36453,0.16680999999999999,0.10730999999999999,1.56726,7320000.0,2015,2705.5498516937364,1.865241
1,Denmark,Western Europe,7.526,1.4417799999999998,1.16374,0.79504,0.5794100000000001,0.36171,0.44453000000000004,2.73939,5710000.0,2016,2389.560629069704,12.690006
2,Switzerland,Western Europe,7.5089999999999995,1.5273299999999999,1.14524,0.86303,0.58557,0.28083,0.41203,2.69463,8380000.0,2016,2894.8229652260256,9.594226
3,Iceland,Western Europe,7.501,1.42666,1.18326,0.8673299999999999,0.56624,0.47678000000000004,0.14975,2.83137,332000.0,2016,576.1944116355173,-14.508695
4,Norway,Western Europe,7.497999999999999,1.57744,1.1269,0.79579,0.59609,0.37895,0.35775999999999997,2.66465,5250000.0,2016,2291.28784747792,28.165547
5,Finland,Western Europe,7.412999999999999,1.40598,1.1346399999999999,0.81091,0.57104,0.25492,0.41003999999999996,2.82596,5500000.0,2016,2345.207879911715,28.59193
6,Canada,North America,7.404,1.44015,1.0961,0.8276,0.5737,0.44833999999999996,0.31329,2.70485,36400000.0,2016,6033.241251599343,-63.6645
7,Netherlands,Western Europe,7.3389999999999995,1.46468,1.02912,0.8123100000000001,0.55211,0.47416,0.29927,2.70749,17000000.0,2016,4123.105625617661,6.074183
8,New Zealand,Australia and New Zealand,7.334,1.36066,1.17278,0.83096,0.5814699999999999,0.49401000000000006,0.41903999999999997,2.47553,4660000.0,2016,2158.7033144922902,173.020375
9,Australia,Australia and New Zealand,7.313,1.4444299999999999,1.10476,0.8512,0.5683699999999999,0.47407,0.32331,2.5465,24300000.0,2016,4929.503017546495,145.397978
10,Sweden,Western Europe,7.291,1.45181,1.08764,0.83121,0.58218,0.38254,0.40867,2.54734,9840000.0,2016,3136.8774282716245,22.183173
11,Israel,Middle East and Northern Africa,7.267,1.33766,0.9953700000000001,0.8491700000000001,0.36432,0.32288,0.08728,3.31029,8110000.0,2016,2847.8061731796283,
12,Austria,Western Europe,7.119,1.45038,1.0838299999999998,0.80565,0.54355,0.32865,0.21348000000000003,2.6934299999999998,8750000.0,2016,2958.039891549808,16.979667
13,United States,North America,7.104,1.50796,1.04782,0.779,0.48163,0.41076999999999997,0.14868,2.72782,323000000.0,2016,17972.20075561143,-155.54211
14,Costa Rica,Latin America and Caribbean,7.087000000000001,1.06879,1.02152,0.76146,0.55225,0.22553,0.10547000000000001,3.3516800000000004,4900000.0,2016,2213.5943621178653,-82.965783
16,Germany,Western Europe,6.994,1.44787,1.09774,0.81487,0.53466,0.30451999999999996,0.28551,2.5093099999999997,82200000.0,2016,9066.42156531451,9.921906
17,Brazil,Latin America and Caribbean,6.952000000000001,1.08754,1.03938,0.61415,0.40425,0.15775999999999998,0.14165999999999998,3.5073300000000005,206000000.0,2016,14352.700094407324,-57.625133
18,Belgium,Western Europe,6.928999999999999,1.42539,1.05249,0.8195899999999999,0.51354,0.2424,0.26248,2.61355,11400000.0,2016,3376.3886032268265,3.314971
19,Ireland,Western Europe,6.907,1.4834100000000001,1.16157,0.81455,0.54008,0.44963000000000003,0.29754,2.15988,4700000.0,2016,2167.94833886788,-6.197885
20,Luxembourg,Western Europe,6.871,1.6975200000000001,1.03999,0.8454200000000001,0.5487,0.27571,0.35329,2.11055,579000.0,2016,760.920495189872,6.043073
21,Mexico,Latin America and Caribbean,6.778,1.1150799999999998,0.7146,0.71143,0.37709000000000004,0.11735,0.18355,3.5590599999999997,123000000.0,2016,11090.536506409417,-97.140008
22,Singapore,Southeastern Asia,6.739,1.64555,0.8675799999999999,0.94719,0.4877,0.32706,0.46986999999999995,1.99375,5650000.0,2016,2376.9728648009427,
23,United Kingdom,Western Europe,6.725,1.40283,1.0867200000000001,0.80991,0.50036,0.50156,0.27399,2.1499900000000003,66300000.0,2016,8142.481194328913,-5.661949
24,Chile,Latin America and Caribbean,6.705,1.2167,0.9058700000000001,0.8188300000000001,0.37789,0.31595,0.11450999999999999,2.95505,18200000.0,2016,4266.145801540309,-68.63401
25,Panama,Latin America and Caribbean,6.7010000000000005,1.18306,0.9891200000000001,0.70835,0.48927,0.2418,0.08423,3.00559,4040000.0,2016,2009.975124224178,-77.881571
26,Argentina,Latin America and Caribbean,6.65,1.15137,1.0661200000000002,0.69711,0.42283999999999994,0.10989000000000002,0.07296,3.12985,43500000.0,2016,6595.452979136459,-65.5
27,Czech Republic,Central and Eastern Europe,6.596,1.30915,1.00793,0.76376,0.41418,0.09929,0.03986,2.96211,10600000.0,2016,3255.764119219941,16.960288
28,United Arab Emirates,Middle East and Northern Africa,6.5729999999999995,1.57352,0.8711399999999999,0.72993,0.56215,0.26591,0.35561,2.21507,9360000.0,2016,3059.411708155671,51.579519
29,Uruguay,Latin America and Caribbean,6.545,1.18157,1.0314299999999998,0.72183,0.54388,0.18056,0.21394000000000002,2.67139,3420000.0,2016,1849.324200890693,-57.625133
30,Malta,Western Europe,6.4879999999999995,1.30782,1.09879,0.80315,0.54994,0.56237,0.17554,1.99032,436000.0,2016,660.3029607687671,
31,Colombia,Latin America and Caribbean,6.481,1.0303200000000001,1.02169,0.59659,0.44735,0.15625999999999998,0.053989999999999996,3.1747099999999997,48200000.0,2016,6942.621983083913,-75.373223
32,France,Western Europe,6.478,1.39488,1.00508,0.83795,0.46562,0.1216,0.17808,2.4744,64700000.0,2016,8043.6310208760815,-52.556425
33,Thailand,Southeastern Asia,6.474,1.0893,1.04477,0.64915,0.49553,0.58696,0.02833,2.5796,69000000.0,2016,8306.623862918075,102.584932
34,Saudi Arabia,Middle East and Northern Africa,6.379,1.48953,0.84829,0.59267,0.37904,0.15457,0.30008,2.61482,32400000.0,2016,5692.099788303083,42.779332
36,Qatar,Middle East and Northern Africa,6.375,1.82427,0.87964,0.71723,0.56679,0.32388,0.48049,1.5822399999999999,2650000.0,2016,1627.8820596099706,50.810108
37,Spain,Western Europe,6.361000000000001,1.34253,1.12945,0.8789600000000001,0.37545,0.17665,0.06137000000000001,2.39663,46600000.0,2016,6826.4192663504045,-9.034818
38,Algeria,Middle East and Northern Africa,6.355,1.05266,0.83309,0.6180399999999999,0.21006,0.07044,0.16157,3.40904,40600000.0,2016,6371.812928829597,11.999506
39,Guatemala,Latin America and Caribbean,6.324,0.83454,0.8711899999999999,0.5403899999999999,0.50379,0.28808,0.08701,3.19863,16600000.0,2016,4074.3097574926724,-90.095555
40,Suriname,Latin America and Caribbean,6.269,1.09686,0.77866,0.5093300000000001,0.5223399999999999,0.16665,0.12692,3.06852,565000.0,2016,751.6648189186454,-57.147436
41,Kuwait,Middle East and Northern Africa,6.239,1.61714,0.8775799999999999,0.63569,0.43166000000000004,0.15965,0.23669,2.28085,3960000.0,2016,1989.97487421324,47.974519
42,Bahrain,Middle East and Northern Africa,6.218,1.44024,0.9439700000000001,0.65696,0.47375,0.17147,0.25772,2.27405,1430000.0,2016,1195.8260743101398,
43,Trinidad and Tobago,Latin America and Caribbean,6.167999999999999,1.32572,0.98569,0.52608,0.48453,0.31935,0.01241,2.5139400000000003,1380000.0,2016,1174.7340124470732,-61.68
44,Venezuela,Latin America and Caribbean,6.084,1.1336700000000002,1.03302,0.6190399999999999,0.19847,0.0425,0.08304,2.9746799999999998,29900000.0,2016,5468.089245796927,-71.331584
45,Slovakia,Central and Eastern Europe,6.077999999999999,1.27973,1.0826799999999999,0.70367,0.23390999999999998,0.13837,0.02947,2.61065,5440000.0,2016,2332.38075793812,18.853144
46,El Salvador,Latin America and Caribbean,6.068,0.8737,0.80975,0.596,0.37269,0.08877,0.10613,3.22134,6360000.0,2016,2521.9040425836984,-87.793111
47,Malaysia,Southeastern Asia,6.005,1.25142,0.88025,0.62366,0.39031,0.41473999999999994,0.09081,2.35384,30700000.0,2016,5540.758070878028,101.075516
48,Nicaragua,Latin America and Caribbean,5.992000000000001,0.69384,0.8952100000000001,0.65213,0.46581999999999996,0.29773,0.16292,2.82428,6300000.0,2016,2509.980079602227,-85.71254
49,Uzbekistan,Central and Eastern Europe,5.987,0.7359100000000001,1.1681,0.50163,0.60848,0.34326,0.28333,2.34638,31400000.0,2016,5603.57029044876,66.518607
50,Italy,Western Europe,5.977,1.35495,1.04167,0.8510200000000001,0.18827,0.16684000000000002,0.02556,2.34918,60700000.0,2016,7791.020472312982,15.520376
51,Ecuador,Latin America and Caribbean,5.976,0.97306,0.85974,0.68613,0.4027,0.10074,0.18037,2.77366,16500000.0,2016,4062.01920231798,-80.302561
52,Belize,Latin America and Caribbean,5.956,0.87616,0.68655,0.45569,0.51231,0.23684000000000002,0.10770999999999999,3.08039,368000.0,2016,606.6300355241241,-89.14308
53,Japan,Eastern Asia,5.921,1.3800700000000001,1.06054,0.91491,0.46761,0.10224,0.18985,1.8058400000000001,128000000.0,2016,11313.70849898476,134.638428
54,Kazakhstan,Central and Eastern Europe,5.919,1.22943,0.95544,0.57386,0.4052,0.15011,0.11132,2.49325,17800000.0,2016,4219.004621945797,70.962315
55,Moldova,Central and Eastern Europe,5.897,0.69177,0.8313200000000001,0.5230899999999999,0.25201999999999997,0.19997,0.019030000000000002,3.38007,4070000.0,2016,2017.4241001832015,26.619337
56,Russia,Central and Eastern Europe,5.856,1.2322799999999998,1.05261,0.58991,0.32682,0.027360000000000002,0.03586,2.59115,145000000.0,2016,12041.594578792296,143.648007
57,Poland,Central and Eastern Europe,5.835,1.24585,1.04685,0.69058,0.4519,0.14443,0.055,2.20035,38000000.0,2016,6164.414002968976,15.016996
57,South Korea,Eastern Asia,5.835,1.35948,0.7219399999999999,0.88645,0.25168,0.18824000000000002,0.07716,2.35015,51000000.0,2016,7141.42842854285,128.349716
59,Bolivia,Latin America and Caribbean,5.822,0.79422,0.8377899999999999,0.4697,0.50961,0.21698,0.07746,2.91635,11000000.0,2016,3316.6247903554,-62.846468
60,Lithuania,Central and Eastern Europe,5.813,1.2692,1.0641100000000001,0.64674,0.18929,0.02025,0.0182,2.60525,2890000.0,2016,1700.0,22.731099
61,Belarus,Central and Eastern Europe,5.8020000000000005,1.1306200000000002,1.04993,0.6310399999999999,0.29091,0.13942000000000002,0.17457,2.3858200000000003,9450000.0,2016,3074.0852297878796,23.484128
63,Slovenia,Central and Eastern Europe,5.768,1.2994700000000001,1.05613,0.79151,0.53164,0.25738,0.03635,1.79522,2070000.0,2016,1438.7494569938158,13.806475
64,Peru,Latin America and Caribbean,5.742999999999999,0.9960200000000001,0.81255,0.6299399999999999,0.37501999999999996,0.14527,0.05292,2.73117,30900000.0,2016,5558.776843874918,-69.590424
65,Turkmenistan,Central and Eastern Europe,5.6579999999999995,1.08017,1.03817,0.44006000000000006,0.37408,0.22566999999999998,0.28467,2.21489,5660000.0,2016,2379.0754506740636,61.210817
66,Mauritius,Sub-Saharan Africa,5.648,1.14372,0.75695,0.66189,0.46145,0.36951,0.05202999999999999,2.20223,1260000.0,2016,1122.4972160321825,
67,Libya,Middle East and Northern Africa,5.615,1.0668799999999998,0.95076,0.52304,0.40671999999999997,0.17087,0.10339000000000001,2.39374,6490000.0,2016,2547.5478405713993,14.8513
68,Latvia,Central and Eastern Europe,5.56,1.2178799999999999,0.95025,0.63952,0.27996,0.17445,0.0889,2.20859,1970000.0,2016,1403.56688476182,21.0558
69,Cyprus,Western Europe,5.546,1.31857,0.70697,0.8488,0.29507,0.27906,0.05227999999999999,2.04497,1170000.0,2016,1081.6653826391969,33.973617
70,Paraguay,Latin America and Caribbean,5.537999999999999,0.8937299999999999,1.11111,0.58295,0.46235,0.25296,0.07396,2.16091,6780000.0,2016,2603.8433132583073,-62.685057
71,Romania,Central and Eastern Europe,5.528,1.1697,0.7280300000000001,0.67602,0.36712,0.12889,0.006790000000000001,2.4518400000000002,19800000.0,2016,4449.719092257398,22.710531
72,Estonia,Central and Eastern Europe,5.517,1.2796399999999999,1.0516299999999998,0.68098,0.41511000000000003,0.08423,0.18519000000000002,1.81985,1320000.0,2016,1148.9125293076058,24.312863
73,Jamaica,Latin America and Caribbean,5.51,0.89333,0.96372,0.5946899999999999,0.43596999999999997,0.22245,0.04294,2.35682,2910000.0,2016,1705.872210923198,-77.569601
74,Croatia,Central and Eastern Europe,5.4879999999999995,1.18649,0.6080899999999999,0.70524,0.23906999999999998,0.18434,0.04002,2.52462,4210000.0,2016,2051.828452868319,18.829838
76,Somalia,Sub-Saharan Africa,5.44,0.0,0.33613000000000004,0.11465999999999998,0.5677800000000001,0.27225,0.3118,3.8377199999999996,14200000.0,2016,3768.2887362833544,49.72862
78,Turkey,Middle East and Northern Africa,5.388999999999999,1.1649200000000002,0.8771700000000001,0.64718,0.23889000000000002,0.04707,0.12347999999999999,2.29074,79800000.0,2016,8933.084573650918,36.913127
79,Indonesia,Southeastern Asia,5.314,0.95104,0.87625,0.49373999999999996,0.39237,0.56521,0.00322,2.03171,262000000.0,2016,16186.414056238646,120.715609
80,Jordan,Middle East and Northern Africa,5.303,0.9967299999999999,0.86216,0.60712,0.36023,0.14262,0.13297,2.20142,9550000.0,2016,3090.3074280724886,35.545665
81,Azerbaijan,Central and Eastern Europe,5.291,1.12373,0.76042,0.54504,0.35327,0.0564,0.17914000000000002,2.2735,9740000.0,2016,3120.897306865447,45.001987
82,Philippines,Southeastern Asia,5.279,0.81217,0.87877,0.47036000000000006,0.5485399999999999,0.21674000000000002,0.11757000000000001,2.23484,104000000.0,2016,10198.03902718557,126.376814
83,China,Eastern Asia,5.245,1.0278,0.79381,0.73561,0.44011999999999996,0.049589999999999995,0.02745,2.17087,1410000000.0,2016,37549.966711037174,110.339188
84,Bhutan,Southern Asia,5.196000000000001,0.8527,0.9083600000000001,0.49759,0.46074,0.48546000000000006,0.1616,1.82916,737000.0,2016,858.4870412533902,91.696657
86,Serbia,Central and Eastern Europe,5.1770000000000005,1.03437,0.81329,0.6458,0.15718,0.20736999999999997,0.04339,2.2753900000000002,8850000.0,2016,2974.8949561287036,
87,Bosnia and Herzegovina,Central and Eastern Europe,5.162999999999999,0.9338299999999999,0.64367,0.7076600000000001,0.09511,0.29889,0.0,2.48406,3390000.0,2016,1841.195263952197,19.005486
88,Montenegro,Central and Eastern Europe,5.1610000000000005,1.07838,0.74173,0.6353300000000001,0.15111,0.17190999999999998,0.12721,2.2553099999999997,627000.0,2016,791.8333157931662,19.801613
89,Dominican Republic,Latin America and Caribbean,5.155,1.02787,0.9949600000000001,0.5766899999999999,0.52259,0.21286,0.12372000000000001,1.6962599999999999,10400000.0,2016,3224.9030993194197,-71.712361
90,Morocco,Middle East and Northern Africa,5.151,0.8405799999999999,0.38595,0.5947100000000001,0.25645999999999997,0.040530000000000004,0.08404,2.9489099999999997,35100000.0,2016,5924.52529743945,-5.193863
91,Hungary,Central and Eastern Europe,5.145,1.24142,0.9316399999999999,0.67608,0.1977,0.099,0.044719999999999996,1.9547299999999999,9750000.0,2016,3122.4989991991993,16.202298
92,Pakistan,Southern Asia,5.132000000000001,0.68816,0.26135,0.40306,0.14622000000000002,0.31185,0.1388,3.18286,204000000.0,2016,14282.8568570857,75.158028
93,Lebanon,Middle East and Northern Africa,5.129,1.12268,0.64184,0.76171,0.26228,0.23693000000000003,0.030610000000000002,2.0733900000000003,6710000.0,2016,2590.3667693977236,35.821101
94,Portugal,Western Europe,5.122999999999999,1.27607,0.9436700000000001,0.7936300000000001,0.44727,0.11690999999999999,0.01521,1.53015,10300000.0,2016,3209.3613071762425,-9.034818
95,Macedonia,Central and Eastern Europe,5.121,1.0193,0.78236,0.6473800000000001,0.27668000000000004,0.23506999999999997,0.07047,2.08947,2080000.0,2016,1442.2205101855957,20.59023
96,Vietnam,Southeastern Asia,5.061,0.74037,0.7911699999999999,0.66157,0.5595399999999999,0.25075,0.11556,1.9418,93600000.0,2016,9674.70929795826,108.05018
98,Tunisia,Middle East and Northern Africa,5.045,0.97724,0.43165,0.59577,0.23553000000000002,0.03936,0.0817,2.68413,11300000.0,2016,3361.5472627943223,9.48214
99,Greece,Western Europe,5.033,1.24886,0.75473,0.80029,0.05822000000000001,0.0,0.04127,2.12944,10600000.0,2016,3255.764119219941,23.69998
100,Tajikistan,Central and Eastern Europe,4.996,0.48835,0.75602,0.5311899999999999,0.43408,0.25998000000000004,0.13509000000000002,2.39106,8660000.0,2016,2942.7877939124323,71.014198
101,Mongolia,Eastern Asia,4.907,0.9885299999999999,1.0898299999999999,0.55469,0.35972,0.34539000000000003,0.03285,1.53586,3060000.0,2016,1749.28556845359,87.751264
102,Laos,Southeastern Asia,4.876,0.68042,0.5497,0.38291,0.52168,0.43078999999999995,0.22423,2.08637,6850000.0,2016,2617.25046566048,105.218777
103,Nigeria,Sub-Saharan Africa,4.875,0.75216,0.64498,0.05108,0.27854,0.23219,0.0305,2.8858599999999996,186000000.0,2016,13638.181696985856,8.500288
104,Honduras,Latin America and Caribbean,4.871,0.69429,0.7559600000000001,0.5838300000000001,0.26755,0.2044,0.06906,2.2955099999999997,9270000.0,2016,3044.6674695276656,-87.316654
105,Iran,Middle East and Northern Africa,4.813,1.11758,0.38856999999999997,0.64232,0.22544,0.38538,0.0557,1.99817,79600000.0,2016,8921.883209278185,53.921598
106,Zambia,Sub-Saharan Africa,4.795,0.61202,0.6376,0.23573000000000002,0.42662,0.17865999999999999,0.11479,2.5899099999999997,16400000.0,2016,4049.6913462633174,32.759375
107,Nepal,Southern Asia,4.793,0.44626000000000005,0.69699,0.50073,0.37012,0.3816,0.07007999999999999,2.32694,27300000.0,2016,5224.9401910452525,88.120441
108,Palestinian Territories,Middle East and Northern Africa,4.754,0.67024,0.71629,0.56844,0.17744000000000001,0.11154000000000001,0.10613,2.40364,4640000.0,2016,2154.0659228538016,35.719918
109,Albania,Central and Eastern Europe,4.655,0.9553,0.50163,0.73007,0.31866,0.1684,0.05301,1.9281599999999999,2890000.0,2016,1700.0,20.590247
110,Bangladesh,Southern Asia,4.643,0.54177,0.24749000000000002,0.52989,0.39778,0.19132000000000002,0.12583,2.6090400000000002,158000000.0,2016,12569.805089976535,92.672721
111,Sierra Leone,Sub-Saharan Africa,4.635,0.36485,0.628,0.0,0.30685,0.23897,0.08196,3.01402,7330000.0,2016,2707.3972741361767,-11.438779
112,Iraq,Middle East and Northern Africa,4.575,1.07474,0.59205,0.51076,0.24856,0.19589,0.13635999999999998,1.81657,36600000.0,2016,6049.79338490167,45.420618
113,Namibia,Sub-Saharan Africa,4.574,0.9328700000000001,0.70362,0.34745,0.48613999999999996,0.07795,0.10397999999999999,1.92198,2360000.0,2016,1536.2291495737215,16.344977
114,Cameroon,Sub-Saharan Africa,4.513,0.5249699999999999,0.62542,0.12697999999999998,0.42736,0.2268,0.06126,2.5198,23900000.0,2016,4888.762624632127,13.075822
115,Ethiopia,Sub-Saharan Africa,4.508,0.29283000000000003,0.37932,0.34578000000000003,0.36703,0.29522,0.1717,2.65614,104000000.0,2016,10198.03902718557,37.90607
116,South Africa,Sub-Saharan Africa,4.459,1.02416,0.9605299999999999,0.18611,0.42483000000000004,0.13656,0.08415,1.6422700000000001,56200000.0,2016,7496.665925596525,31.521001
117,Sri Lanka,Southern Asia,4.415,0.9731799999999999,0.84783,0.62007,0.50817,0.46978000000000003,0.07964,0.91681,21000000.0,2016,4582.57569495584,81.787959
118,India,Southern Asia,4.404,0.74036,0.29247,0.45091000000000003,0.40285,0.25028,0.08722,2.18032,1320000000.0,2016,36331.8042491699,77.837451
119,Myanmar,Southeastern Asia,4.395,0.34112,0.69981,0.3988,0.42691999999999997,0.81971,0.20243,1.50655,53000000.0,2016,7280.1098892805185,99.543309
120,Egypt,Middle East and Northern Africa,4.362,0.95395,0.49813,0.5211600000000001,0.18847,0.12705999999999998,0.10393,1.96895,94400000.0,2016,9715.966241192895,34.9226
121,Armenia,Central and Eastern Europe,4.36,0.8608600000000001,0.6247699999999999,0.64083,0.14037,0.07793,0.036160000000000005,1.9786400000000002,2940000.0,2016,1714.6428199482248,43.582746
122,Kenya,Sub-Saharan Africa,4.356,0.52267,0.7624,0.30146999999999996,0.40576,0.41328000000000004,0.06686,1.88326,49100000.0,2016,7007.13921654194,40.993
123,Ukraine,Central and Eastern Europe,4.324,0.87287,1.01413,0.58628,0.12859,0.20363,0.01829,1.50066,44700000.0,2016,6685.805860178712,31.785998
124,Ghana,Sub-Saharan Africa,4.276,0.63107,0.49353,0.29681,0.40973000000000004,0.21203000000000002,0.0326,2.2002,28500000.0,2016,5338.539126015656,1.060122
125,Congo (Kinshasa),Sub-Saharan Africa,4.272,0.05661,0.80676,0.188,0.15602,0.25458000000000003,0.06075,2.7492400000000004,78800000.0,2016,8876.936408468859,30.83386
126,Georgia,Central and Eastern Europe,4.252,0.8379200000000001,0.19249000000000002,0.64035,0.32461,0.06786,0.3188,1.87031,4020000.0,2016,2004.9937655763422,41.554084
127,Congo (Brazzaville),Sub-Saharan Africa,4.236000000000001,0.7710899999999999,0.47798999999999997,0.28212,0.37938,0.12077,0.09752999999999999,2.10681,4980000.0,2016,2231.59136044214,12.995517
128,Senegal,Sub-Saharan Africa,4.218999999999999,0.44314,0.7741600000000001,0.40457,0.31056,0.19103,0.11681,1.9786099999999998,15000000.0,2016,3872.983346207417,-16.713729
129,Bulgaria,Central and Eastern Europe,4.217,1.11306,0.92542,0.67806,0.21219000000000002,0.12793,0.00615,1.15377,7150000.0,2016,2673.9483914241873,22.65715
130,Mauritania,Sub-Saharan Africa,4.2010000000000005,0.6139100000000001,0.8414200000000001,0.28639000000000003,0.1268,0.22685999999999998,0.17955,1.9263,4160000.0,2016,2039.607805437114,-12.17075
131,Zimbabwe,Sub-Saharan Africa,4.1930000000000005,0.35041,0.71478,0.1595,0.25429,0.18503,0.08582000000000001,2.4427,14000000.0,2016,3741.657386773941,31.191409
132,Malawi,Sub-Saharan Africa,4.156000000000001,0.08709,0.147,0.29364,0.4143,0.30968,0.07564,2.82859,17200000.0,2016,4147.288270665545,34.559989
133,Sudan,Sub-Saharan Africa,4.138999999999999,0.63069,0.8192799999999999,0.29759,0.0,0.18077000000000001,0.10039,2.10995,39800000.0,2016,6308.724118235002,33.963393
134,Gabon,Sub-Saharan Africa,4.121,1.15851,0.72368,0.3494,0.28098,0.062439999999999996,0.09314,1.4533200000000002,2010000.0,2016,1417.7446878757826,11.093773
135,Mali,Sub-Saharan Africa,4.073,0.31292,0.8633299999999999,0.16347,0.27544,0.21064000000000002,0.13647,2.1108700000000002,18000000.0,2016,4242.640687119285,-12.17075
136,Haiti,Latin America and Caribbean,4.0280000000000005,0.34097,0.29561,0.27494,0.12072000000000001,0.47958,0.14476,2.3711599999999997,10800000.0,2016,3286.335345030997,-73.189791
137,Botswana,Sub-Saharan Africa,3.9739999999999998,1.09426,0.89186,0.34752,0.44088999999999995,0.12425,0.10769000000000001,0.96741,2160000.0,2016,1469.6938456699068,25.649163
138,Comoros,Sub-Saharan Africa,3.9560000000000004,0.27509,0.60323,0.29980999999999997,0.15412,0.1827,0.18437,2.25632,796000.0,2016,892.1883209278185,
139,Ivory Coast,Sub-Saharan Africa,3.9160000000000004,0.55507,0.57576,0.04476,0.40663,0.20338,0.1553,1.97478,23800000.0,2016,4878.524367060188,-2.856125
140,Cambodia,Southeastern Asia,3.907,0.55604,0.5375,0.42494,0.5885199999999999,0.40339,0.08092,1.3157299999999998,15800000.0,2016,3974.9213828703582,103.49728
141,Angola,Sub-Saharan Africa,3.866,0.84731,0.66366,0.04991,0.00589,0.12070999999999998,0.08434,2.09459,28800000.0,2016,5366.563145999496,16.326528
142,Niger,Sub-Saharan Africa,3.8560000000000003,0.1327,0.6053,0.26161999999999996,0.38040999999999997,0.2097,0.17176,2.09469,20800000.0,2016,4560.701700396552,2.154474
143,South Sudan,Sub-Saharan Africa,3.832,0.39394,0.18519000000000002,0.15780999999999998,0.19662000000000002,0.25899,0.13015,2.50929,10800000.0,2016,3286.335345030997,33.963393
144,Chad,Sub-Saharan Africa,3.763,0.42213999999999996,0.63178,0.038239999999999996,0.12807000000000002,0.18667,0.04952,2.3063700000000003,14600000.0,2016,3820.99463490856,14.495787
145,Burkina Faso,Sub-Saharan Africa,3.739,0.31995,0.63054,0.21297,0.3337,0.24353000000000002,0.12533,1.8731900000000001,18600000.0,2016,4312.771730569565,-2.827496
145,Uganda,Sub-Saharan Africa,3.739,0.34719,0.90981,0.19625,0.43653000000000003,0.27102,0.06442,1.51416,39600000.0,2016,6292.8530890209095,31.86617
147,Yemen,Middle East and Northern Africa,3.7239999999999998,0.57939,0.47493,0.31048000000000003,0.2287,0.09821,0.05892000000000001,1.97295,27200000.0,2016,5215.361924162119,53.108573
148,Madagascar,Sub-Saharan Africa,3.695,0.27954,0.46115,0.37109000000000003,0.13684000000000002,0.2204,0.07506,2.15075,24900000.0,2016,4989.98997994986,49.543519
149,Tanzania,Sub-Saharan Africa,3.6660000000000004,0.47155,0.77623,0.35700000000000004,0.3176,0.31472,0.05099,1.3776899999999999,53000000.0,2016,7280.1098892805185,
150,Liberia,Sub-Saharan Africa,3.622,0.10705999999999999,0.50353,0.23165,0.25748000000000004,0.24063,0.04852,2.23284,4590000.0,2016,2142.428528562855,-7.712159
151,Guinea,Sub-Saharan Africa,3.6069999999999998,0.22415,0.3109,0.18829,0.30953,0.29914,0.1192,2.15604,11700000.0,2016,3420.526275297414,-8.439298
152,Rwanda,Sub-Saharan Africa,3.515,0.32846,0.6158600000000001,0.31865,0.5432,0.23551999999999998,0.50521,0.96819,11700000.0,2016,3420.526275297414,30.419105
153,Benin,Sub-Saharan Africa,3.484,0.39499,0.10419,0.21028000000000002,0.39747,0.2018,0.06681000000000001,2.10812,10900000.0,2016,3301.5148038438356,2.691702
154,Afghanistan,Southern Asia,3.36,0.38227,0.11037000000000001,0.17344,0.1643,0.31268,0.07112,2.14558,35400000.0,2016,5949.789912257407,61.210817
155,Togo,Sub-Saharan Africa,3.303,0.28123000000000004,0.0,0.24811,0.34678000000000003,0.17517,0.11587,2.1354,7510000.0,2016,2740.4379212089443,1.865241
156,Syria,Middle East and Northern Africa,3.069,0.7471899999999999,0.14866,0.6299399999999999,0.06912,0.48396999999999996,0.17232999999999998,0.81789,17500000.0,2016,4183.300132670378,38.792341
