,rank,country,region,score,gdp_per_capita,healthy_life_expectancy,freedom_to_life_choice,generosity,corruption_perceptions,year,social_support
131,132,Ukraine,Central and Eastern Europe,4.096000195,2.13006578,2.457762198,0.8313837452,2.011920712,0.226314627,2017,5.015654158
132,133,Uganda,Sub-Saharan Africa,4.080999851,0.9081436805,0.9287819464,2.996204686,2.426912264,0.5608340823,2017,4.063587329
133,134,Burkina Faso,Sub-Saharan Africa,4.032000065,0.833852839,0.9211498855,2.19292255,1.868907355,1.182485288,2017,3.75230601
134,135,Niger,Sub-Saharan Africa,4.027999878,0.3855260207,1.145888049,2.458552392,1.70358866,1.361780515,2017,3.5715567
135,136,Malawi,Sub-Saharan Africa,3.970000029,0.5557992666,1.344695177,3.156625017,2.139380455,0.7145501078,2017,1.843527238
136,137,Chad,Sub-Saharan Africa,3.936000109,1.042859713,0.1755489737,1.097530136,1.610018426,0.5265585039,2017,3.430679302
137,138,Zimbabwe,Sub-Saharan Africa,3.875,0.8948483745,0.8397207806,2.274160373,1.409092983,0.9372705104,2017,3.895509608
138,139,Lesotho,Sub-Saharan Africa,3.808000088,1.240493054,0.8397207806,2.641106293,1.173332988,1.170363802,2017,4.280347841
139,140,Angola,Sub-Saharan Africa,3.795000076,2.043821055,0.2128225042,2.641106293,0.7295388658,0.6851538971,2017,3.972175841
140,141,Afghanistan,Southern Asia,3.79399991,0.9558721505,0.7713657786,0.7178376776,2.323395502,0.6010086644,2017,2.091603891
141,142,Botswana,Sub-Saharan Africa,3.766000032,2.671580117,1.45849628,3.415432286,0.7401322586,0.9687942943,2017,4.393497549
142,143,Benin,Sub-Saharan Africa,3.657000065,1.026365925,0.8959107428,2.879765593,1.549187401,0.5987600616,2017,1.565618252
143,144,Madagascar,Sub-Saharan Africa,3.644000053,0.7280961417,1.601325465,1.279084385,1.555028609,0.6607003512,2017,3.283808577
144,145,Haiti,Latin America and Caribbean,3.602999926,0.8776196236,1.183512264,0.2053185751,3.644500803,0.9814610351,2017,2.303469541
145,146,Yemen,Middle East and Northern Africa,3.592999935,1.408731814,1.323319887,1.686525406,0.7757184698,0.5578633655,2017,3.364236263
146,147,South Sudan,Sub-Saharan Africa,3.59100008,0.9458043482,0.6977026616,0.9942308728,2.128208248,1.147750229,2017,2.16274478
147,148,Liberia,Sub-Saharan Africa,3.532999992,0.2834251352,0.9812126668,2.250477812,1.98575994,0.3827512378,2017,3.136697107
148,149,Guinea,Sub-Saharan Africa,3.506999969,0.5822459091,0.8284771411,2.356662091,1.97283597,1.090203321,2017,2.845824873
149,150,Togo,Sub-Saharan Africa,3.494999886,0.7272295563,1.054562524,2.571910427,1.46684921,0.940116793,2017,1.553327396
150,151,Rwanda,Sub-Saharan Africa,3.470999956,0.8779425443,1.393070058,3.933615807,1.882997613,4.473526485,2017,3.4013708
151,152,Syria,Middle East and Northern Africa,3.461999893,1.850314302,2.13610607,0.5512558852,3.677726796,1.487314653,2017,1.424639776
152,153,Tanzania,Sub-Saharan Africa,3.348999977,1.216957097,1.555601654,2.636755699,2.639161113,0.6489385135,2017,3.747665613
153,154,Burundi,Sub-Saharan Africa,2.904999971,0.2181430425,0.6470232948,0.4049652641,1.523013974,0.8269365348,2017,2.265142856
154,155,Central African Republic,Sub-Saharan Africa,2.693000078,0.2181430425,0.08011543867,1.831055782,2.092491154,0.5558748702,2017,2.265142856
,1,Finland,Western Europe,7.632,3.492314811,3.583900511,4.256553741,2.055570105,4.106034091,2018,5.459525228
1,2,Norway,Western Europe,7.594,3.89640641,3.530593067,4.287805971,2.910361633,3.552294125,2018,5.425231728
2,3,Denmark,Western Europe,7.555,3.615415563,3.559297075,4.269054633,2.890009454,4.26275295,2018,5.452666528
3,4,Iceland,Western Europe,7.495,3.594006736,3.747923418,4.231551957,3.592159638,1.441813498,2018,5.637851429
4,5,Switzerland,Western Europe,7.487,3.800066691,3.801230863,4.125294375,2.605078945,3.729908831,2018,5.312063177
5,6,Netherlands,Western Europe,7.441,3.642176596,3.600302802,3.987784562,3.388637846,3.08213755,2018,5.102872826
6,7,Canada,North America,7.328,3.559217394,3.67411311,4.081541252,3.26652477,3.040345854,2018,5.253764227
7,8,New Zealand,Australia and New Zealand,7.324,3.393298989,3.592101657,4.181548389,3.714272714,4.064242396,2018,5.490389378
8,9,Sweden,Western Europe,7.314,3.626119976,3.743822845,4.119043929,2.900185544,4.001554853,2018,5.147454377
9,10,Australia,Australia and New Zealand,7.272,3.585978427,3.731521127,4.044038576,3.673568355,3.155273017,2018,5.394367578
10,11,United Kingdom,Western Europe,7.19,3.329072509,3.641308529,2.900206954,2.666135482,0.8567297595,2018,4.914258575
11,12,Austria,Western Europe,7.139,3.58865453,3.653610247,3.856525196,2.46261369,2.340334953,2018,5.157742427
12,13,Costa Rica,Latin America and Caribbean,7.072,2.702864336,3.350167869,3.950281886,1.455180817,1.055240314,2018,5.003421676
13,14,Ireland,Western Europe,6.977,3.874997583,3.592101657,3.837773858,3.124059516,3.197064712,2018,5.428661078
14,15,Germany,Western Europe,6.965,3.585978427,3.530593067,3.662761369,2.778072468,2.925418691,2018,5.054861926
15,16,Belgium,Western Europe,6.927,3.543160774,3.665911965,3.644010031,1.91310485,2.507501735,2018,5.085726076
16,17,Luxembourg,Western Europe,6.91,4.217538806,3.67411311,3.950281886,1.994513567,3.353783571,2018,5.212612027
17,18,United States,North America,6.886,3.741192418,3.358369014,3.418993974,2.961242082,1.389573878,2018,5.044573876
18,19,Israel,Middle East and Northern Africa,6.814,3.481610398,3.620805665,3.33148773,3.602335728,2.8418353,2018,5.346356678
20,21,Czech Republic,Central and Eastern Europe,6.711,3.299635373,3.501889058,3.39399219,0.6512697362,0.3552294125,2018,5.106302176
21,22,Malta,Western Europe,6.627,3.398651195,3.624906238,4.031537684,3.8262097,1.483605193,2018,5.229758777
22,23,France,Western Europe,6.489,3.460201571,3.723319982,3.250231931,0.9972567835,1.838834606,2018,5.027427126
23,24,Mexico,Latin America and Caribbean,6.488,2.777795229,3.1205358,2.993963645,0.7021501843,0.9925527702,2018,4.293546222
24,25,Chile,Latin America and Caribbean,6.476,3.026672836,3.313262715,2.693942236,2.004689657,0.6373233577,2018,4.564464874
26,27,Panama,Latin America and Caribbean,6.43,2.975826873,3.112334654,3.731516275,1.272011203,0.6582192055,2018,4.931405325
27,28,Brazil,Latin America and Caribbean,6.419,2.638637857,2.76788655,3.081469889,1.119369859,0.9194173029,2018,5.054861926
28,29,Argentina,Latin America and Caribbean,6.388,2.871458845,3.050826064,3.562754233,0.6309175569,0.5641878904,2018,5.034285826
29,30,Guatemala,Latin America and Caribbean,6.382,2.09003668,2.493148182,3.775269397,1.821520043,0.7418025967,2018,4.348415822
30,31,Uruguay,Latin America and Caribbean,6.379,2.924980911,3.161541526,3.906528764,1.322891652,1.619428204,2018,5.003421676
31,32,Qatar,Middle East and Northern Africa,6.374,4.412894347,3.067228355,4.087791698,2.605078945,1.786594986,2018,4.468443073
32,33,Saudi Arabia,Middle East and Northern Africa,6.371,3.690346455,2.595662498,3.181477025,0.9972567835,1.326886335,2018,4.564464874
33,34,Singapore,Southeastern Asia,6.343,4.091761951,4.133377249,3.94403144,2.655959393,4.774701221,2018,4.975986876
34,35,Malaysia,Southeastern Asia,6.322,3.106955935,2.743283114,2.225158784,3.164763874,0.6164275099,2018,4.314122322
35,36,Spain,Western Europe,6.31,3.347805233,3.957052624,2.806450264,1.445004727,0.7731463684,2018,5.274340327
36,37,Colombia,Latin America and Caribbean,6.26,2.569059171,2.603863644,3.318986838,1.007432873,0.407469032,2018,4.934834676
37,38,Trinidad and Tobago,Latin America and Caribbean,6.192,3.27287434,2.312722984,3.594006463,1.740111326,0.198510554,2018,5.116590226
38,39,Slovakia,Central and Eastern Europe,6.173,3.238084997,3.18204439,2.212657892,1.200778576,0.1462709346,2018,5.270910977
39,40,El Salvador,Latin America and Caribbean,6.167,2.156939263,2.620265934,2.881455616,0.6614458258,0.8567297595,2018,4.221529872
40,41,Nicaragua,Latin America and Caribbean,6.141,1.787637007,2.870400867,3.293985054,2.116626643,1.337334259,2018,4.523312673
41,42,Poland,Central and Eastern Europe,6.123,3.147097485,3.202547253,3.412743528,1.09901768,0.6686671294,2018,4.965698826
42,43,Bahrain,Middle East and Northern Africa,6.105,3.58062622,2.862199722,3.712764937,2.472789779,1.285094639,2018,4.684492124
43,44,Uzbekistan,Central and Eastern Europe,6.096,1.924118275,2.480846464,4.52532292,3.337757398,2.706012289,2018,5.432090428
44,45,Kuwait,Middle East and Northern Africa,6.083,3.944576269,2.76788655,3.462747096,1.699406968,1.107479933,2018,4.461584373
45,46,Thailand,Southeastern Asia,6.072,2.718920956,2.899104876,3.981534116,3.704096624,0.302989793,2018,4.859388975
46,47,Italy,Western Europe,6,3.382594576,3.879141743,1.756375332,1.394124279,0.2925418691,2018,5.147454377
47,48,Ecuador,Latin America and Caribbean,5.973,2.379055837,3.018021483,3.475247988,1.160074218,1.253750868,2018,4.561035524
48,49,Belize,Latin America and Caribbean,5.956,2.159615366,1.943671444,3.706514491,1.862224402,0.9298652268,2018,3.77571437
49,50,Lithuania,Central and Eastern Europe,5.952,3.203295654,2.93601003,2.187656108,0.2645783303,0.06268754338,2018,5.236617477
50,51,Slovenia,Central and Eastern Europe,5.948,3.262169927,3.510090203,3.956532332,1.62817434,0.5328441187,2018,5.164601127
51,52,Romania,Central and Eastern Europe,5.945,2.986531287,2.977015756,3.3002355,0.8954958872,0.0104479239,2018,4.180377672
52,53,Latvia,Central and Eastern Europe,5.933,3.072166592,2.75148426,2.268911906,0.9362002457,0.6895629772,2018,4.986274926
53,54,Japan,Eastern Asia,5.915,3.462877675,4.051365795,3.45649665,0.8039110806,1.567188585,2018,5.013709726
54,55,Mauritius,Sub-Saharan Africa,5.891,2.916952601,2.804791704,3.650260477,2.493141959,0.5223961948,2018,4.756508475
55,56,Jamaica,Latin America and Caribbean,5.89,2.191728605,2.841696858,3.594006463,0.9769046042,0.3238856408,2018,5.120019576
56,57,South Korea,Eastern Asia,5.875,3.387946782,3.916046897,1.525108829,1.780815685,0.5328441187,2018,4.128937421
57,58,Cyprus,Western Europe,5.835,3.28893096,3.727420555,3.093970781,1.821520043,1.60898028,2018,4.152942871
58,59,Russia,Central and Eastern Europe,5.81,3.080194902,2.456243028,2.493927963,0.6614458258,0.2611980974,2018,5.072008676
59,60,Kazakhstan,Central and Eastern Europe,5.79,3.058786076,2.587461353,2.837702494,1.506061265,1.264198792,2018,4.128937421
60,61,Cyprus,Western Europe,5.762,3.28893096,3.727420555,2.643938667,2.055570105,0.3656773364,2018,5.072008676
61,62,Bolivia,Latin America and Caribbean,5.752,2.009753581,2.083090915,3.787770289,1.434828637,0.5641878904,2018,4.194095072
62,63,Estonia,Central and Eastern Europe,5.739,3.211323964,3.022122056,3.45649665,0.875143708,1.817938758,2018,5.253764227
63,64,Paraguay,Latin America and Caribbean,5.681,2.234546258,2.52185219,3.381491298,1.64852652,0.7731463684,2018,5.219470727
64,65,Peru,Latin America and Caribbean,5.663,2.499480485,2.763785978,3.312736392,0.9362002457,0.3552294125,2018,4.283258172
66,67,Moldova,Central and Eastern Europe,5.64,1.75819987,2.542355054,1.450103477,1.740111326,0.3552294125,2018,4.461584373
67,68,Turkmenistan,Central and Eastern Europe,5.636,2.718920956,2.119996069,2.606435991,2.025041836,0.3865731842,2018,5.257193577
68,69,Hungary,Central and Eastern Europe,5.62,3.133716968,3.001619192,1.61886552,0.6207414673,0.2298543257,2018,4.804519375
69,70,Libya,Middle East and Northern Africa,5.566,2.635961754,2.267616685,3.100221227,1.180426397,1.546292737,2018,4.629622524
70,71,Philippines,Southeastern Asia,5.524,2.07398006,2.103593778,4.019036792,1.221130755,1.097032009,2018,4.499307223
71,72,Honduras,Latin America and Caribbean,5.504,1.659184048,2.550556199,2.868954724,2.004689657,0.7731463684,2018,4.132366771
72,73,Belarus,Central and Eastern Europe,5.483,2.780471332,2.870400867,1.918886929,1.027785052,1.60898028,2018,5.137166327
73,74,Turkey,Middle East and Northern Africa,5.483,3.072166592,2.81299285,2.025144511,1.078665501,1.138823705,2018,4.732503024
74,75,Pakistan,Southern Asia,5.472,1.744819354,1.738642811,2.087648971,2.19803536,1.1806154,2018,2.777773514
76,77,Portugal,Western Europe,5.41,3.179210724,3.624906238,3.512750664,0.5596849295,0.1776147062,2018,4.900541175
77,78,Serbia,Central and Eastern Europe,5.398,2.609200721,2.808892277,1.800128454,1.36359601,0.4492607276,2018,4.694780174
78,79,Greece,Western Europe,5.358,3.088223212,3.604403375,0.8188084289,1.36359601,0.4597086515,2018,4.122078721
79,80,Lebanon,Middle East and Northern Africa,5.358,2.582439688,3.218949544,3.143974349,2.17768318,1.42091765,2018,4.043203671
80,81,Montenegro,Central and Eastern Europe,5.347,2.72159706,2.989317474,1.61886552,1.129545949,0.8462818356,2018,4.386138673
81,82,Croatia,Central and Eastern Europe,5.321,2.983855183,3.022122056,2.375169488,1.221130755,0.407469032,2018,3.981475371
82,83,Dominican Republic,Latin America and Caribbean,5.302,2.627933444,2.517751618,3.612757801,1.221130755,1.107479933,2018,4.941693376
83,84,Algeria,Middle East and Northern Africa,5.295,2.619905134,2.817093422,0.4812843437,0.5596849295,1.410469726,2018,3.95746992
84,85,Morocco,Middle East and Northern Africa,5.254,2.084684473,2.743283114,2.87520517,0.2645783303,0.7731463684,2018,2.733191964
85,86,China,Eastern Asia,5.246,2.646666167,3.276357561,3.731516275,0.2951065992,1.076136161,2018,3.91631772
86,87,Azerbaijan,Central and Eastern Europe,5.201,2.740329783,2.472645318,2.687691789,0.3154587784,1.838834606,2018,3.981475371
87,88,Tajikistan,Central and Eastern Europe,5.199,1.268472966,2.452142455,1.825130238,1.90292876,0.3552294125,2018,3.998622121
88,89,Macedonia,Central and Eastern Europe,5.185,2.566383068,2.833495713,2.462675733,1.760463506,0.5432920426,2018,4.248964672
89,90,Jordan,Middle East and Northern Africa,5.161,2.199756915,2.64486937,2.925208738,1.322891652,1.400021802,2018,4.338127772
90,91,Nigeria,Sub-Saharan Africa,5.155,1.843835176,0.196827488,2.887706062,2.045394015,0.3343335647,2018,4.019198221
92,93,Bosnia and Herzegovina,Central and Eastern Europe,5.129,2.448634523,3.108234082,1.750124886,2.19803536,0.3343335647,2018,3.696839319
93,94,Mongolia,Eastern Asia,5.125,2.445958419,2.357829284,2.468926179,2.574550676,0.3343335647,2018,5.202323977
94,95,Vietnam,Southeastern Asia,5.103,1.913413862,2.878602012,3.862775642,1.801167864,0.8253859879,2018,4.681062774
95,96,Indonesia,Southeastern Asia,5.093,2.40581687,2.140498932,3.36273996,4.92522738,0.1880626301,2018,4.166660272
96,97,Bhutan,Southern Asia,5.082,2.13017823,2.161001796,3.381491298,3.704096624,1.786594986,2018,4.578182274
97,98,Somalia,Sub-Saharan Africa,4.982,2.13017823,0.4715658567,4.212800619,2.421909331,2.946314539,2018,2.441697213
98,99,Cameroon,Sub-Saharan Africa,4.975,1.431715267,0.7463042254,2.837702494,1.862224402,0.4492607276,2018,3.055550866
99,100,Bulgaria,Central and Eastern Europe,4.933,2.820612882,2.919607739,2.243910122,0.6512697362,0.09403131507,2018,5.195465277
100,101,Nepal,Southern Asia,4.88,1.137343904,2.210208668,3.287734608,3.073179067,0.814938064,2018,4.211241822
101,102,Venezuela,Latin America and Caribbean,4.806,2.66539889,2.694076242,0.8313093209,0.5698610191,0.5432920426,2018,5.037715176
102,103,Gabon,Sub-Saharan Africa,4.758,2.772443022,1.656631358,2.225158784,0.3256348681,0.5432920426,2018,3.991763421
103,104,Palestinian Territories,Middle East and Northern Africa,4.743,1.718058321,2.468544746,1.662618642,0.875143708,0.7940422162,2018,4.173518972
104,105,South Africa,Sub-Saharan Africa,4.724,2.515537105,1.35318898,3.225230147,1.048137232,0.5850837382,2018,4.835383525
105,106,Iran,Middle East and Northern Africa,4.707,2.833993398,2.833495713,2.868954724,2.869657275,1.347782183,2018,2.644028864
106,107,Ivory Coast,Sub-Saharan Africa,4.671,1.447771887,0.3280458134,2.918958292,1.485709086,1.076136161,2018,2.990393215
107,108,Ghana,Sub-Saharan Africa,4.657,1.584253156,1.381892989,3.118972565,2.157331001,0.302989793,2018,3.072697616
108,109,Senegal,Sub-Saharan Africa,4.631,1.148048317,1.775547965,2.537681085,1.404300369,0.8567297595,2018,3.83058397
109,110,Laos,Southeastern Asia,4.623,1.926794378,1.808352546,3.91277921,2.340500614,1.817938758,2018,3.545947918
110,111,Tunisia,Middle East and Northern Africa,4.592,2.408492973,2.82939514,1.693870872,0.4070435851,0.6582192055,2018,3.106991116
111,112,Albania,Central and Eastern Europe,4.586,2.451310626,3.239452407,2.618936883,1.516237354,0.3343335647,2018,2.801778964
112,113,Sierra Leone,Sub-Saharan Africa,4.571,0.6850824457,3.239452407,2.218908338,2.421909331,0.5537399665,2018,2.788061564
113,114,Congo (Brazzaville),Sub-Saharan Africa,4.559,1.825102453,1.406496425,3.212729255,0.9260241561,0.8044901401,2018,2.781202864
114,115,Bangladesh,Southern Asia,4.5,1.423686957,2.374231574,3.625258693,1.556941713,1.504501041,2018,2.914947515
115,116,Sri Lanka,Southern Asia,4.471,2.456662833,2.755584832,3.656510923,3.124059516,0.5223961948,2018,4.506165923
116,117,Iraq,Middle East and Northern Africa,4.456,2.702864336,2.19790695,1.900135591,1.506061265,0.9925527702,2018,3.329898867
117,118,Mali,Sub-Saharan Africa,4.447,0.9901582223,0.6232870454,2.29391369,1.414476458,0.5850837382,2018,4.228388572
118,119,Namibia,Sub-Saharan Africa,4.441,2.338914287,1.496709024,3.243981485,0.518980571,0.6686671294,2018,4.392997373
119,120,Cambodia,Southeastern Asia,4.433,1.469180714,1.873961709,4.350310431,2.605078945,0.6791150533,2018,3.731132819
120,121,Burkina Faso,Sub-Saharan Africa,4.424,0.8402964373,1.041545457,1.950139159,1.780815685,1.337334259,2018,3.761996969
121,122,Egypt,Middle East and Northern Africa,4.419,2.368351424,2.267616685,1.950139159,0.9362002457,1.117927857,2018,3.515083768
122,123,Mozambique,Sub-Saharan Africa,4.417,0.5298684541,0.7093990714,3.318986838,2.096274463,1.650771976,2018,3.093273716
123,124,Kenya,Sub-Saharan Africa,4.41,1.319318929,1.861659991,3.150224795,3.581983549,0.5746358143,2018,3.593958819
124,125,Zambia,Sub-Saharan Africa,4.377,1.503970057,1.209668937,3.143974349,2.248915808,0.8567297595,2018,3.590529469
125,126,Mauritania,Sub-Saharan Africa,4.356,1.49058954,1.197367219,0.8063075368,1.36359601,0.9716569224,2018,4.269540772
126,127,Ethiopia,Sub-Saharan Africa,4.35,0.8242398175,1.603323913,2.825201602,2.238739718,1.525396889,2018,3.257882517
127,128,Georgia,Central and Eastern Europe,4.34,2.282716118,2.636668225,2.343917258,0.3866914058,2.246303638,2018,2.03017521
128,129,Armenia,Central and Eastern Europe,4.321,2.183700296,2.730981396,1.625115966,0.7835589013,0.2925418691,2018,3.395056518
129,130,Myanmar,Southeastern Asia,4.308,1.825102453,1.759145674,3.625258693,6.085301597,1.859730454,2018,4.026056921
130,131,Chad,Sub-Saharan Africa,4.301,0.9580449826,0.2173303514,1.181334298,1.841872223,0.6268754338,2018,3.110420466
131,132,Congo (Kinshasa),Sub-Saharan Africa,4.245,0.1846511279,0.8365168241,1.950139159,2.004689657,0.5432920426,2018,3.89574162
132,133,India,Southern Asia,4.19,1.929470482,1.988777744,3.368990406,1.750287416,0.9716569224,2018,2.561724463
133,134,Niger,Sub-Saharan Africa,4.166,0.3505695327,0.9062265595,2.437673949,1.780815685,1.034344466,2018,2.973246465
134,135,Uganda,Sub-Saharan Africa,4.161,0.8617052637,0.9718357221,2.81270071,2.635607214,0.6373233577,2018,3.737991519
135,136,Benin,Sub-Saharan Africa,4.141,1.011567049,0.9841374401,2.75019625,1.658702609,0.7000109011,2018,1.275718207
136,137,Sudan,Sub-Saharan Africa,4.139,1.619042499,1.279378672,0.1000071364,1.36359601,0.8567297595,2018,4.252394022
137,138,Ukraine,Central and Eastern Europe,4.103,2.12214992,2.497248754,1.018822702,1.90292876,0.1149271629,2018,4.845671575
138,139,Togo,Sub-Saharan Africa,3.999,0.6931107556,1.037444885,2.712693574,1.607822161,1.055240314,2018,1.625511908
139,140,Guinea,Sub-Saharan Africa,3.964,0.9205795364,0.8652208328,2.462675733,1.882576581,0.9821048463,2018,2.716045214
140,141,Lesotho,Sub-Saharan Africa,3.808,1.263120759,0.3239452407,2.643938667,1.180426397,1.170167476,2018,4.166660272
141,142,Angola,Sub-Saharan Africa,3.795,1.953555411,1.103054047,2.643938667,0.8039110806,0.6373233577,2018,3.85801877
142,143,Madagascar,Sub-Saharan Africa,3.774,0.7011390655,1.648430212,1.381348571,1.577293892,0.5119482709,2018,3.113849816
143,144,Zimbabwe,Sub-Saharan Africa,3.692,0.9553688793,1.016942021,2.537681085,1.343243831,1.034344466,2018,3.751708919
144,145,Afghanistan,Southern Asia,3.632,0.8884662967,1.04564603,0.5312879119,1.943633119,0.3761252603,2018,1.84156096
145,146,Botswana,Sub-Saharan Africa,3.59,2.72159706,1.709938802,3.481498434,0.4273957644,0.9612089985,2018,4.026056921
146,147,Malawi,Sub-Saharan Africa,3.587,0.4977552144,1.254775236,3.318986838,2.136978822,0.8358339118,2018,1.85527836
147,148,Haiti,Latin America and Caribbean,3.582,0.8429725406,1.185065501,0.1562611506,3.989027134,1.086584085,2018,2.448555913
148,149,Liberia,Sub-Saharan Africa,3.495,0.2033838511,1.094852902,2.618936883,2.096274463,0.3134377169,2018,2.942382315
149,150,Syria,Middle East and Northern Africa,3.462,1.843835176,2.210208668,0.5500392499,3.8262097,1.504501041,2018,1.310011707
150,151,Rwanda,Sub-Saharan Africa,3.408,0.8884662967,1.640229067,3.97528367,2.035217925,4.63887821,2018,3.072697616
151,152,Yemen,Middle East and Northern Africa,3.355,1.18283766,1.406496425,1.525108829,0.8446154391,0.6686671294,2018,3.679692569
152,153,Tanzania,Sub-Saharan Africa,3.303,1.217627003,1.562318186,3.006464537,2.747544199,1.013448618,2018,3.398485868
153,154,South Sudan,Sub-Saharan Africa,3.254,0.9018468133,0.7258013621,0.7000499545,2.279444077,1.107479933,2018,2.085044811
154,155,Central African Republic,Sub-Saharan Africa,3.083,0.06422647928,0.04100572667,1.906386037,2.218387539,0.3970211081,2018,2.085044811
155,156,Burundi,Sub-Saharan Africa,2.905,0.2435254006,0.5945830368,0.4062789914,1.516237354,0.7940422162,2018,2.150202461
,1,Finland,Western Europe,7.769,3.406569833,4.179500887,4.226927215,1.616758949,4.190271484,2019,5.374116031
1,2,Denmark,Western Europe,7.6,3.515885133,4.221889334,4.198558576,2.662897093,4.371530047,2019,5.32670732
2,3,Norway,Western Europe,7.554,3.782817844,4.357532365,4.276572333,2.86367108,3.635833527,2019,5.357184349
3,4,Iceland,Western Europe,7.494,3.508258484,4.349054676,4.191466416,3.740736392,1.258147672,2019,5.499410482
4,5,Netherlands,Western Europe,7.488,3.548933945,4.234605868,3.950332984,3.40259073,3.177355986,2019,5.154004158
5,6,Switzerland,Western Europe,7.48,3.691298058,4.459264638,4.056715381,2.779134664,3.657158064,2019,5.167549504
6,7,Sweden,Western Europe,7.343,3.526053998,4.276994315,4.0708997,2.821402872,3.977026116,2019,5.035482381
7,8,New Zealand,Australia and New Zealand,7.307,3.31250783,4.349054676,4.148913458,3.487127145,4.051661995,2019,5.272525936
8,9,Canada,North America,7.278,3.47012524,4.404159657,4.141821298,3.011609807,3.28397867,2019,5.096436438
9,10,Austria,Western Europe,7.246,3.498089619,4.306666228,3.773028991,2.578360677,2.40967266,2019,4.994846343
10,11,Australia,Australia and New Zealand,7.228,3.487920754,4.391443123,3.950332984,3.508261249,3.092057838,2019,5.242048908
11,12,Costa Rica,Latin America and Caribbean,7.167,2.628651647,4.082007459,3.957425144,1.521655482,0.9915909619,2019,4.879710902
12,13,Israel,Middle East and Northern Africa,7.139,3.24386799,4.36177121,2.63119127,2.75800056,0.8743060095,2019,4.927119613
13,14,Luxembourg,Western Europe,7.09,4.090426016,4.28971085,3.730476032,2.050008079,3.369276817,2019,5.008391689
14,15,United Kingdom,Western Europe,7.054,3.388774319,4.221889334,3.19147189,3.677334081,2.964110617,2019,5.208185543
15,16,Ireland,Western Europe,7.021,3.810782223,4.234605868,3.659554434,3.148981483,3.305303206,2019,5.25898059
16,17,Germany,Western Europe,6.985,3.49046297,4.183739732,3.51061908,2.75800056,2.825501128,2019,4.923733276
17,18,Belgium,Western Europe,6.923,3.447245293,4.179500887,3.354591565,1.690728313,2.239076366,2019,5.093050101
18,19,United States,North America,6.892,3.642995948,3.704750279,3.219840529,2.958774548,1.364770356,2019,4.933892286
19,20,Czech Republic,Central and Eastern Europe,6.852,3.226072476,3.899737136,3.241117009,0.48608439,0.3838416627,2019,5.035482381
20,21,United Arab Emirates,Middle East and Northern Africa,6.825,3.820951088,3.497046888,4.241111534,2.768567612,1.94053285,2019,4.43610082
21,22,Malta,Western Europe,6.726,3.304881181,4.234605868,3.999978103,3.962644483,1.61000253,2019,5.147231485
22,23,Mexico,Latin America and Caribbean,6.595,2.720171434,3.649645298,3.070905175,0.7819618447,0.7783455938,2019,4.480123194
23,24,France,Western Europe,6.592,3.365894372,4.429592725,3.092181654,1.172942767,1.951195119,2019,4.984687333
25,26,Chile,Latin America and Caribbean,6.444,2.946428684,3.899737136,2.531901033,1.976038716,0.5970870308,2019,4.635894673
26,27,Guatemala,Latin America and Caribbean,6.436,2.033773034,3.162178156,3.79430547,1.849234092,0.8316569358,2019,4.297261023
27,28,Saudi Arabia,Middle East and Northern Africa,6.375,3.566729459,3.369881547,3.113458133,0.8453641564,1.40741943,2019,4.595258635
28,29,Qatar,Middle East and Northern Africa,6.374,4.281092238,3.692033745,3.936148665,2.32475143,1.780598824,2019,4.446259829
29,30,Spain,Western Europe,6.354,3.269290153,4.501653085,2.567361832,1.616758949,0.8423192042,2019,5.025323371
30,31,Panama,Latin America and Caribbean,6.321,2.921006521,3.857348689,3.659554434,1.151808663,0.575762494,2019,4.883097238
31,32,Brazil,Latin America and Caribbean,6.3,2.552385158,3.39955346,2.765942305,1.046138144,0.9169550831,2019,4.872938229
32,33,Uruguay,Latin America and Caribbean,6.293,2.857451113,3.776810639,3.709199553,1.342015598,1.599340261,2019,4.960982978
33,34,Singapore,Southeastern Asia,6.262,3.996364013,4.836521818,3.943240825,2.86367108,4.830007589,2019,4.954210305
34,35,El Salvador,Latin America and Caribbean,6.253,2.018519737,3.344448479,3.049628695,0.9827358319,0.7890078622,2019,4.205829937
35,36,Italy,Western Europe,6.223,3.289627883,4.404159657,1.638288904,1.669594209,0.3198680522,2019,5.038868717
36,37,Bahrain,Middle East and Northern Africa,6.199,3.462498591,3.692033745,3.80139763,2.694598249,1.172849525,2019,4.632508337
37,38,Slovakia,Central and Eastern Europe,6.198,3.167601501,3.734422192,2.368781359,1.278613287,0.1492717577,2019,5.093050101
38,39,Trinidad and Tobago,Latin America and Caribbean,6.192,3.129468257,3.02229628,3.468066121,1.954904612,0.1705962945,2019,5.001619016
39,40,Poland,Central and Eastern Europe,6.182,3.065912849,3.747138726,3.425513162,1.236345079,0.5331134204,2019,4.869551892
40,41,Uzbekistan,Central and Eastern Europe,6.174,1.893951138,3.204566603,4.475152806,3.40259073,2.558944418,2019,5.177708514
41,42,Lithuania,Central and Eastern Europe,6.149,3.147263771,3.467374975,2.063818489,0.4543832341,0.4478152731,2019,5.130299803
42,43,Colombia,Latin America and Caribbean,6.125,2.504083049,3.564868404,3.333315086,1.046138144,0.3625171259,2019,4.77473447
43,44,Slovenia,Central and Eastern Europe,6.118,3.198108097,4.039619012,3.999978103,1.521655482,0.6077492993,2019,5.157390495
