,rank,country,region,score,gdp_per_capita,healthy_life_expectancy,freedom_to_life_choice,generosity,corruption_perceptions,year,social_support
69,70,Paraguay,Latin America and Caribbean,5.538,48.99110329,53.71817208,71.00085905,29.81627882,13.89802802,2016,71.30861991
70,71,Romania,Central and Eastern Europe,5.528,64.1187982,62.29446553,56.37684736,15.192205,1.275927667,2016,46.72337982
71,72,Estonia,Central and Eastern Europe,5.517,70.14531839,62.75152385,63.74644013,9.928151344,34.79956474,2016,67.49132305
72,73,Jamaica,Latin America and Caribbean,5.51,48.96917672,54.79999958,66.94980972,26.22007915,8.068974082,2016,61.84945071
73,74,Croatia,Central and Eastern Europe,5.488,65.03916634,64.98705494,36.71282658,21.72807098,7.520268811,2016,39.02589184
75,76,Somalia,Sub-Saharan Africa,5.44,65.03916634,10.56578713,87.19123554,32.08998224,58.59119978,2016,21.57209134
77,78,Turkey,Middle East and Northern Africa,5.389,63.85677559,59.63689272,36.68518484,5.548119243,23.20346808,2016,56.29486021
78,79,Indonesia,Southeastern Asia,5.314,52.13263387,45.49757317,60.25436804,66.62104264,0.6050790998,2016,56.23581661
79,80,Jordan,Middle East and Northern Africa,5.303,54.63719734,55.94540978,55.31878328,16.81055379,24.98676022,2016,55.3315511
80,81,Azerbaijan,Central and Eastern Europe,5.291,61.59888613,50.22480918,54.24996966,6.647842049,33.66269253,2016,48.80209948
81,82,Philippines,Southeastern Asia,5.279,44.52027386,43.34313306,84.23664155,25.54704407,22.09290365,2016,56.39754473
82,83,China,Eastern Asia,5.245,56.34034436,67.78561552,67.58710519,5.845150484,5.158205369,2016,50.94499696
83,84,Bhutan,Southern Asia,5.196,46.74198446,45.85234624,70.7536191,57.22094684,30.36670264,2016,58.29656648
85,86,Serbia,Central and Eastern Europe,5.177,56.70048841,59.50972731,24.13737433,24.44260648,8.153534825,2016,52.19518093
86,87,Bosnia and Herzegovina,Central and Eastern Europe,5.163,51.18924283,65.21005515,14.60558387,35.23002677,8.153534825,2016,41.30933875
87,88,Montenegro,Central and Eastern Europe,5.161,59.11296026,58.54492885,23.20523372,20.2629526,23.90438269,2016,47.60261599
88,89,Dominican Republic,Latin America and Caribbean,5.155,56.34418151,53.14132029,80.25162523,25.08971026,23.24856716,2016,63.85436588
89,90,Morocco,Middle East and Northern Africa,5.151,46.07760913,54.80184256,39.383325,4.777252452,15.79218868,2016,24.76943044
90,91,Hungary,Central and Eastern Europe,5.145,68.05023379,62.29999447,30.35983527,11.66908445,8.4034588,2016,59.79062618
91,92,Pakistan,Southern Asia,5.132,37.72248626,37.14151546,22.45430001,36.75761601,26.08229163,2016,16.77287381
92,93,Lebanon,Middle East and Northern Africa,5.129,61.54132886,70.1907005,40.27707433,27.92683008,5.752009704,2016,41.19189334
93,94,Portugal,Western Europe,5.123,69.94962368,73.13209178,68.6850962,13.78012791,2.858153139,2016,60.56268538
94,95,Macedonia,Central and Eastern Europe,5.121,55.87440454,59.65532247,42.48841285,27.70759274,13.24221247,2016,50.2101609
95,96,Vietnam,Southeastern Asia,5.061,40.58445296,60.96291467,85.92585848,29.55578713,21.71519899,2016,50.77556751
97,98,Tunisia,Middle East and Northern Africa,5.045,53.56882479,54.89952034,36.16920587,4.63934509,15.35247281,2016,27.70235691
98,99,Greece,Western Europe,5.033,68.45806815,73.74580313,8.940564538,4.63934509,7.755159765,2016,48.43692767
99,100,Tajikistan,Central and Eastern Europe,4.996,26.76961195,48.94854762,66.65957153,30.64372299,25.38513527,2016,48.51971706
100,101,Mongolia,Eastern Asia,4.907,54.18770248,51.11404559,55.24046505,40.71096037,6.172934295,2016,69.94291586
101,102,Laos,Southeastern Asia,4.876,37.29820695,35.28471613,80.11188092,50.77701909,42.13567905,2016,35.27854881
102,103,Nigeria,Sub-Saharan Africa,4.875,41.23073887,4.706963255,42.77404407,27.36812847,5.731339299,2016,41.3934117
103,104,Honduras,Latin America and Caribbean,4.871,38.05851107,53.79926306,41.08636278,24.09253395,12.97725548,2016,48.51586639
104,105,Iran,Middle East and Northern Africa,4.813,61.26176498,59.18904929,34.61973324,45.42456328,10.46674095,2016,24.93757633
105,106,Zambia,Sub-Saharan Africa,4.795,33.54876196,21.7222484,65.51397532,21.05857199,21.57050617,2016,40.91977937
106,107,Nepal,Southern Asia,4.793,24.46238769,46.14169364,56.83754288,44.97901643,13.16892649,2016,44.73130022
107,108,Palestinian Territories,Middle East and Northern Africa,4.754,36.74017553,52.38109227,27.24860479,13.14716848,19.94318163,2016,45.96993219
108,109,Albania,Central and Eastern Europe,4.655,52.36615193,67.27511088,48.93507894,19.84923052,9.961255614,2016,32.1935209
109,110,Bangladesh,Southern Asia,4.643,29.69790656,48.82875411,61.08515564,22.55080038,23.64506308,2016,15.88336919
110,111,Sierra Leone,Sub-Saharan Africa,4.635,19.99978073,48.82875411,47.1214742,28.16728395,15.40133013,2016,40.30367228
111,112,Iraq,Middle East and Northern Africa,4.575,58.91342839,47.0659466,38.17016011,23.08946417,25.62378448,2016,37.99647957
112,113,Namibia,Sub-Saharan Africa,4.574,51.13661904,32.01711791,74.65417458,9.187930634,19.53916919,2016,45.15679919
113,114,Cameroon,Sub-Saharan Africa,4.513,28.77699024,11.70106097,65.62761353,26.73281164,11.51153592,2016,40.1380935
114,115,Ethiopia,Sub-Saharan Africa,4.508,16.05190021,31.86322934,56.36302649,34.79744556,32.26462156,2016,24.34393148
115,116,South Africa,Sub-Saharan Africa,4.459,56.14081249,17.14982246,65.23909366,16.09626437,15.81285908,2016,61.64472346
116,117,Sri Lanka,Southern Asia,4.415,53.34627001,57.13873738,78.03721541,55.37275245,14.96537252,2016,54.41188291
117,118,India,Southern Asia,4.404,40.58390478,41.55083793,61.86373109,29.50038844,16.38975127,2016,18.77008763
118,119,Myanmar,Southeastern Asia,4.395,18.69898644,36.74896136,65.56004487,96.61884054,38.03918079,2016,44.91228168
119,120,Egypt,Middle East and Northern Africa,4.362,52.29214973,48.02429464,28.94242869,14.97650374,19.52977355,2016,31.96889852
120,121,Armenia,Central and Eastern Europe,4.36,47.18928667,59.05174751,21.55594373,9.185573244,6.794925543,2016,40.09637791
121,122,Kenya,Sub-Saharan Africa,4.356,28.65091242,27.7801138,62.31060574,48.71312344,12.56384739,2016,48.92917157
122,123,Ukraine,Central and Eastern Europe,4.324,47.8476322,54.02502774,19.74694596,24.0017744,3.436924451,2016,65.08465472
123,124,Ghana,Sub-Saharan Africa,4.276,34.5930153,27.35070015,62.92025949,24.99187854,6.125956104,2016,31.67368054
124,125,Congo (Kinshasa),Sub-Saharan Africa,4.272,3.103159072,17.32398379,23.95923874,30.00722747,11.41570041,2016,51.77609976
125,126,Georgia,Central and Eastern Europe,4.252,45.93179738,59.00751607,49.84879172,7.998626977,59.90658912,2016,12.35358898
126,127,Congo (Brazzaville),Sub-Saharan Africa,4.236,42.2684142,25.99703356,58.2595564,14.23510433,18.32713186,2016,30.67635718
127,128,Senegal,Sub-Saharan Africa,4.219,24.29136039,37.28066023,47.69120101,22.51661821,21.95008994,2016,49.68390276
128,129,Bulgaria,Central and Eastern Europe,4.217,61.01399463,62.4824492,32.58499466,15.07905024,1.155663498,2016,59.39144013
129,130,Mauritania,Sub-Saharan Africa,4.201,33.65236505,26.39050913,19.47206429,26.73988382,33.73973676,2016,54.00050307
130,131,Zimbabwe,Sub-Saharan Africa,4.193,19.20823124,14.69774157,39.05008856,21.80940096,16.1266734,2016,45.87302368
131,132,Malawi,Sub-Saharan Africa,4.156,4.77396438,27.0585883,63.62205235,36.50183911,14.21372146,2016,9.434139849
132,133,Sudan,Sub-Saharan Africa,4.139,34.57218503,27.42257626,63.62205235,21.30727672,18.86456237,2016,52.57960609
133,134,Gabon,Sub-Saharan Africa,4.121,63.50540215,32.19680817,43.1487431,7.359774071,17.50219483,2016,46.4442063
134,135,Mali,Sub-Saharan Africa,4.073,17.15316263,15.0635725,42.29799203,24.82803988,25.64445488,2016,55.40663915
135,136,Haiti,Latin America and Caribbean,4.028,18.69076398,25.3354048,18.53838803,56.52787393,27.20225171,2016,18.97160599
136,137,Botswana,Sub-Saharan Africa,3.974,59.98344543,32.02356833,67.70535036,14.64529033,20.23632554,2016,57.23763242
137,138,Comoros,Sub-Saharan Africa,3.956,15.07945644,27.6271467,23.66746491,21.53476494,34.64547629,2016,38.71398762
138,139,Ivory Coast,Sub-Saharan Africa,3.916,30.42696531,4.124582525,62.44420745,23.97230702,29.18285224,2016,36.95102285
139,140,Cambodia,Southeastern Asia,3.907,30.48013726,39.1577323,90.37617729,47.5473937,15.20590085,2016,34.49557938
140,141,Angola,Sub-Saharan Africa,3.866,46.44652381,4.599149101,0.9044988856,14.22803216,15.84856251,2016,42.59225341
141,142,Niger,Sub-Saharan Africa,3.856,7.274142533,24.10798212,58.41772854,24.71724252,32.27589633,2016,38.84683572
142,143,South Sudan,Sub-Saharan Africa,3.832,21.59439118,14.54201001,30.19398487,30.52703214,24.45684623,2016,11.88509087
143,144,Chad,Sub-Saharan Africa,3.763,23.14021499,3.523772023,19.66709207,22.00270702,9.305440069,2016,40.54626445
144,145,Burkina Faso,Sub-Saharan Africa,3.739,17.53852226,19.62494057,51.24469917,28.70476905,23.5511067,2016,40.46668395
145,145,Uganda,Sub-Saharan Africa,3.739,19.03172228,18.0842118,67.03580621,31.94500271,12.10534025,2016,58.38962432
146,147,Yemen,Middle East and Northern Africa,3.724,31.7601013,28.61037494,35.12035572,11.57596751,11.07182005,2016,30.47997305
147,148,Madagascar,Sub-Saharan Africa,3.695,15.32338963,34.19551672,21.01385866,25.97844659,14.10473206,2016,29.59560266
148,149,Tanzania,Sub-Saharan Africa,3.666,25.84869564,32.89713943,48.77229983,37.09590159,9.581671831,2016,49.81675085
149,150,Liberia,Sub-Saharan Africa,3.622,5.868648828,21.34628108,39.53996147,28.36294739,9.117527304,2016,32.31545876
150,151,Guinea,Sub-Saharan Africa,3.607,12.28710662,17.35070696,47.53302887,35.25949417,22.39920145,2016,19.95288489
151,152,Rwanda,Sub-Saharan Africa,3.515,18.00501022,29.36323105,83.41660352,27.76063404,94.93540744,2016,39.52455352
152,153,Benin,Sub-Saharan Africa,3.484,21.65194845,19.37706017,61.03755044,23.78607315,12.55445176,2016,6.686687284
153,154,Afghanistan,Southern Asia,3.36,20.95468324,15.98229654,25.23075838,36.85544773,13.36435577,2016,7.083306225
154,155,Togo,Sub-Saharan Africa,3.303,15.41602942,22.86305117,53.25333168,20.64720731,21.77345196,2016,7.083306225
155,156,Syria,Middle East and Northern Africa,3.069,40.95830113,58.04824654,10.61442495,57.04532122,32.38300659,2016,9.540675033
156,157,Burundi,Sub-Saharan Africa,2.905,3.744511503,14.5106794,6.634015596,23.91572965,17.69950323,2016,15.04456506
,1,Norway,Western Europe,7.537000179,85.11763722,70.29641982,94.92892512,42.38997693,64.28626999,2017,95.21596356
1,2,Denmark,Western Europe,7.521999836,78.05741616,69.93455686,93.52224245,41.60171996,81.54101826,2017,96.30861952
2,3,Iceland,Western Europe,7.504000187,77.96526732,73.55114053,93.69493,55.68358443,31.23664411,2017,100
3,4,Switzerland,Western Europe,7.493999958,82.40667844,75.71996207,92.63541226,34.02199133,74.67161381,2017,94.18454156
4,5,Finland,Western Europe,7.468999863,76.01375189,71.39861789,92.3187368,28.74490968,77.8464693,2017,95.63340265
5,6,Netherlands,Western Europe,7.376999855,79.19278033,71.53436844,87.45348582,55.09220676,57.51061494,2017,88.72235719
6,7,Canada,North America,7.315999985,77.89004173,73.63986673,91.29538968,50.99970907,58.46885263,2017,91.97646211
7,8,New Zealand,Australia and New Zealand,7.31400013,74.01985927,72.06940788,91.73778074,58.54831292,77.88821118,2017,96.12691605
8,9,Sweden,Western Europe,7.28399992,78.68952082,73.31493006,91.56776458,45.12848938,78.21009163,2017,91.77859341
9,10,Australia,Australia and New Zealand,7.28399992,78.16441052,74.46305328,89.87710426,55.93639689,61.27909744,2017,93.75799842
10,11,Israel,Middle East and Northern Africa,7.212999821,72.42311689,73.97926149,60.65264682,38.6511689,17.34343004,2017,85.45338232
11,12,Costa Rica,Latin America and Caribbean,7.078999996,58.43348473,67.01773198,86.66873833,25.13022734,20.36777167,2017,87.94402772
12,13,Austria,Western Europe,7.006000042,78.3056531,71.94311375,84.82140101,37.05746114,44.9771296,2017,90.6474932
13,14,United States,North America,6.993000031,81.42093061,68.32165987,75.55507975,45.96917931,27.59718302,2017,88.16239164
14,15,Ireland,Western Europe,6.977000237,80.86526304,71.45376277,85.6197904,50.10025232,60.71030697,2017,96.75004741
15,16,Germany,Western Europe,6.951000214,78.34915389,70.49797605,84.03635966,39.3755815,56.30411503,2017,91.42829482
16,17,Belgium,Western Europe,6.890999794,77.07788273,72.18695561,80.63901961,27.1079818,51.13848679,2017,90.79450506
17,18,Luxembourg,Western Europe,6.862999916,91.72502327,74.56917758,89.13319344,33.15919753,64.87032255,2017,90.50088102
18,19,United Kingdom,Western Europe,6.714000225,75.91170394,71.06139526,75.92102455,57.70159974,54.00421966,2017,92.91470455
19,20,Chile,Latin America and Caribbean,6.65199995,65.96751906,72.30941564,56.30625098,38.25067518,16.74238269,2017,79.72467879
20,21,United Arab Emirates,Middle East and Northern Africa,6.647999763,85.63789529,64.1313696,90.88371068,42.26465077,66.02092208,2017,78.6309866
21,22,Brazil,Latin America and Caribbean,6.635000229,58.30957967,54.40347105,65.35338024,19.01042998,22.60302749,2017,88.86930984
22,23,Czech Republic,Central and Eastern Europe,6.609000206,71.22780575,66.57078233,73.34487865,10.31689841,7.502197047,2017,89.02945226
23,24,Argentina,Latin America and Caribbean,6.598999977,62.41376244,61.33764638,73.87867131,12.81692108,12.15472826,2017,89.43712856
24,25,Mexico,Latin America and Caribbean,6.578000069,60.72286878,62.64727021,61.65977859,14.1674262,27.01433406,2017,75.18202544
25,26,Singapore,Southeastern Asia,6.572000027,89.10977877,83.78150174,82.1434039,40.51103376,94.46845608,2017,84.05787983
26,27,Malta,Western Europe,6.52699995,70.73270031,72.52688159,87.95882374,67.29832117,31.14295231,2017,92.41498115
27,28,Uruguay,Latin America and Caribbean,6.453999996,64.11269086,63.46239935,86.55827635,20.50304939,36.22861976,2017,87.68475481
28,29,Guatemala,Latin America and Caribbean,6.453999996,45.91675578,47.66980534,79.37512274,33.19519395,15.71191381,2017,77.95886362
29,30,Panama,Latin America and Caribbean,6.452000141,64.96513673,62.30994765,82.17123089,24.65525437,14.44244943,2017,85.26106486
30,31,France,Western Europe,6.441999912,75.34772539,74.5141484,70.24880903,15.19457251,35.09749049,2017,86.16659934
31,32,Thailand,Southeastern Asia,6.423999786,59.38986167,57.11120822,86.67905881,66.99299897,6.431953948,2017,88.52697544
33,34,Spain,Western Europe,6.402999878,72.89784037,78.44028498,61.06985112,22.26377146,14.4282424,2017,95.12701035
34,35,Qatar,Middle East and Northern Africa,6.375,98.50837093,62.6577785,90.25411753,38.69697838,89.38019944,2017,79.12066594
35,36,Colombia,Latin America and Caribbean,6.356999874,56.37545199,52.50419412,71.33420808,17.4489131,9.495261832,2017,87.06106832
36,37,Saudi Arabia,Middle East and Northern Africa,6.343999863,80.59760454,52.07362753,67.19046388,17.28515994,55.63275865,2017,79.88938064
37,38,Trinidad and Tobago,Latin America and Caribbean,6.168000221,71.68452631,45.88239072,77.48081348,38.09072754,1.823989095,2017,85.69792592
38,39,Kuwait,Middle East and Northern Africa,6.105000019,85.98590783,55.77587116,74.15032939,26.73169099,43.77654474,2017,78.21427287
39,40,Slovakia,Central and Eastern Europe,6.09800005,69.79086754,62.89027058,44.19363507,15.98873407,4.925960426,2017,93.44862364
40,41,Bahrain,Middle East and Northern Africa,6.086999893,78.37489656,57.63128465,80.18727868,20.21868992,52.29801801,2017,82.15148484
41,42,Malaysia,Southeastern Asia,6.084000111,67.99115917,54.60042531,60.09635659,48.78299983,13.34717576,2017,79.76324147
42,43,Nicaragua,Latin America and Caribbean,6.071000099,38.82375223,57.62801329,66.86198533,35.32467077,26.58988772,2017,79.92279175
43,44,Ecuador,Latin America and Caribbean,6.007999897,52.69991201,60.49930748,68.00431172,17.57748294,28.51191433,2017,79.85779033
44,45,El Salvador,Latin America and Caribbean,6.002999783,47.90626066,52.59160545,64.60622366,9.163652091,18.30760248,2017,73.39775052
45,46,Poland,Central and Eastern Europe,5.97300005,68.02130215,61.72044706,77.73648328,18.55563977,12.06681659,2017,89.76377143
46,47,Uzbekistan,Central and Eastern Europe,5.971000195,41.41140227,43.96668077,98.33902552,48.70978212,50.15884154,2017,96.17497506
47,48,Italy,Western Europe,5.964000225,73.45962191,75.27992328,38.31244118,20.23287735,5.702619272,2017,89.71480201
48,49,Russia,Central and Eastern Europe,5.962999821,67.49422078,48.29712107,55.84130893,6.119854517,6.706655754,2017,91.2272508
49,50,Belize,Latin America and Caribbean,5.955999851,47.8109952,39.72411198,81.79513481,28.10473356,19.65046681,2017,67.14486849
50,51,Japan,Eastern Asia,5.920000076,74.61009522,80.60346844,75.53790272,14.11851958,33.31889848,2017,89.18173411
51,52,Lithuania,Central and Eastern Europe,5.90199995,69.2215848,55.49741188,34.9930456,1.190234797,2.414193768,2017,91.49012092
52,53,Algeria,Middle East and Northern Africa,5.872000217,57.49399334,54.49455872,34.85919115,8.130713718,29.72483862,2017,71.16825805
53,54,Latvia,Central and Eastern Europe,5.849999905,66.38687791,56.34600135,48.65911702,17.92435719,15.02410385,2017,87.21827968
54,55,South Korea,Eastern Asia,5.837999821,73.80777883,79.43327148,38.53219416,24.20062295,12.87554547,2017,70.05418167
55,56,Moldova,Central and Eastern Europe,5.837999821,38.37993125,52.01334946,35.963704,24.44708062,2.053181647,2017,77.72542991
56,57,Romania,Central and Eastern Europe,5.824999809,64.11923168,60.45713757,68.27405086,15.63457156,0.892766001,2017,71.40878255
57,58,Bolivia,Latin America and Caribbean,5.822999954,43.90287983,41.79228162,83.47187718,26.41212902,12.3048495,2017,76.22245526
58,59,Turkmenistan,Central and Eastern Europe,5.822000027,59.54298694,38.62416231,62.48771356,29.26507274,52.75136349,2017,92.70913071
59,60,Kazakhstan,Central and Eastern Europe,5.818999767,67.64051022,53.47601676,65.35346039,23.64911004,24.26939731,2017,85.95500794
61,62,Slovenia,Central and Eastern Europe,5.757999897,70.62349639,69.78126094,85.53993365,28.41309879,9.181980333,2017,90.18640649
62,63,Peru,Latin America and Caribbean,5.715000153,54.51155955,55.6047248,67.22815719,14.85000846,9.572647086,2017,75.67304448
63,64,Mauritius,Sub-Saharan Africa,5.629000187,62.6296594,56.29663131,73.38986929,42.26369109,8.582295023,2017,75.10123627
64,65,Cyprus,Western Europe,5.620999813,71.39924152,74.53610643,53.05187036,31.76263777,8.390313684,2017,70.2459662
65,66,Estonia,Central and Eastern Europe,5.611000061,69.5531637,61.34040233,71.57981566,11.57966161,37.28398127,2017,91.68601338
66,67,Belarus,Central and Eastern Europe,5.568999767,60.90051895,56.2707603,44.1313071,18.16589262,31.80374285,2017,89.71616392
67,68,Libya,Middle East and Northern Africa,5.525000095,58.01732723,45.89877903,69.57819222,17.80713066,18.84255198,2017,84.290714
68,69,Turkey,Middle East and Northern Africa,5.5,63.09718925,56.2611724,44.92912658,5.467541606,20.27926425,2017,83.06064613
69,70,Paraguay,Latin America and Caribbean,5.493000031,49.10434945,51.11203969,70.73967245,26.2470166,18.52834805,2017,93.58681272
71,72,Philippines,Southeastern Asia,5.429999828,45.16362103,41.29627749,87.42811651,22.6595366,20.21015127,2017,77.85532173
72,73,Serbia,Central and Eastern Europe,5.394999981,56.30674836,57.42406929,31.18104573,25.775734,8.322317924,2017,78.12058259
73,74,Jordan,Middle East and Northern Africa,5.335999966,52.18345477,53.3479397,62.51000631,20.16037328,24.37527545,2017,76.93461384
74,75,Hungary,Central and Eastern Europe,5.323999882,67.71716074,60.68701045,26.27312152,9.180476011,7.454182385,2017,83.39468327
75,76,Jamaica,Latin America and Caribbean,5.31099987,48.73796363,56.56266261,70.85910585,27.37905766,11.24482964,2017,84.95220079
76,77,Croatia,Central and Eastern Europe,5.293000221,64.37579213,61.88043821,38.21108864,29.040014,8.769795357,2017,60.10174032
78,79,China,Eastern Asia,5.272999763,56.93063622,65.42117071,70.6320956,3.373149302,4.637742463,2017,72.07600562
79,80,Pakistan,Southern Asia,5.269000053,38.27529711,35.47597351,35.13997204,36.9372858,25.29996321,2017,41.76713933
80,81,Indonesia,Southeastern Asia,5.262000084,52.42178946,43.44370114,66.23028624,71.62780893,3.116437389,2017,79.129844
81,82,Venezuela,Latin America and Caribbean,5.25,59.41947737,54.45569697,23.00639239,7.613501221,13.12141862,2017,88.87127128
82,83,Montenegro,Central and Eastern Europe,5.236999989,59.03496936,58.89588269,29.13038,23.17447555,17.93999638,2017,76.89038149
83,84,Morocco,Middle East and Northern Africa,5.235000134,46.23862707,52.74091475,60.97679325,3.771638401,17.85637167,2017,48.11107293
84,85,Azerbaijan,Central and Eastern Europe,5.234000206,60.74487654,47.71708215,59.48247121,5.300832656,36.82387183,2017,71.55214539
85,86,Dominican Republic,Latin America and Caribbean,5.230000019,56.83627782,50.72582567,82.5541301,21.89307989,23.18339794,2017,87.07558299
86,87,Greece,Western Europe,5.227000237,67.9001716,71.49049447,14.30176536,21.89307989,8.807774753,2017,76.95483519
87,88,Lebanon,Middle East and Northern Africa,5.224999905,56.60530938,64.86223253,43.1028309,30.96597409,7.632595649,2017,70.13799072
88,89,Portugal,Western Europe,5.195000172,69.25280743,70.22380318,74.46819808,11.13609258,3.228812111,2017,84.87924258
89,90,Bosnia and Herzegovina,Central and Eastern Europe,5.18200016,51.73045028,62.22437184,30.53680222,38.50887923,3.228812111,2017,66.39470976
90,91,Honduras,Latin America and Caribbean,5.181000233,38.46957865,51.40488346,52.001373,27.65663664,14.92292804,2017,71.02716011
91,92,Macedonia,Central and Eastern Europe,5.175000191,56.0571744,56.90906818,48.6887071,29.71424799,12.26417104,2017,74.99767218
92,93,Somalia,Sub-Saharan Africa,5.151000023,1.192315646,10.05819651,89.95472595,34.14869244,57.45944417,2017,44.77604561
93,94,Vietnam,Southeastern Asia,5.073999882,41.52232299,57.54621901,85.31282099,27.51368391,17.82993284,2017,79.31900835
94,95,Nigeria,Sub-Saharan Africa,5.073999882,41.27002787,5.022141701,59.00391842,27.04286022,5.314716006,2017,75.48678159
95,96,Tajikistan,Central and Eastern Europe,5.040999889,27.62969506,46.69875582,70.4496842,29.156485,29.78201842,2017,78.94472836
96,97,Bhutan,Southern Asia,5.011000156,46.62311624,43.75549719,74.92719629,55.50961863,35.27612128,2017,83.20800588
98,99,Nepal,Southern Asia,4.961999893,25.2657539,44.48359366,65.77948475,46.1468582,14.84766656,2017,73.22130223
99,100,Mongolia,Eastern Asia,4.954999924,54.09086368,49.21781178,58.88311818,39.63261302,6.694327687,2017,92.70056698
100,101,South Africa,Sub-Saharan Africa,4.828999996,55.53696655,16.50760904,71.59704168,16.31869716,14.75284389,2017,85.9810618
101,102,Tunisia,Middle East and Northern Africa,4.804999828,53.039306,54.10872866,43.27683188,5.8188648,17.64476547,2017,53.91565092
102,103,Palestinian Territories,Middle East and Northern Africa,4.775000095,37.71532967,49.91343668,38.05254612,13.36915637,18.16551401,2017,71.75374454
103,104,Egypt,Middle East and Northern Africa,4.735000134,52.11444356,45.90038841,42.14583219,15.06215351,23.27212971,2017,61.93266424
104,105,Bulgaria,Central and Eastern Europe,4.714000225,61.15861734,62.49185474,43.20975772,13.25259027,2.248553869,2017,89.06013956
105,106,Sierra Leone,Sub-Saharan Africa,4.709000111,19.39983493,0.4910238784,47.61182532,34.31374901,14.46508487,2017,61.10467701
106,107,Cameroon,Sub-Saharan Africa,4.695000172,29.71446538,11.72616146,64.2979052,27.66946832,10.43889078,2017,58.73795398
107,108,Iran,Middle East and Northern Africa,4.691999912,60.91713462,56.41361103,37.24753835,45.34437365,9.920969406,2017,44.17997844
108,109,Albania,Central and Eastern Europe,4.644000053,52.45623543,64.51622142,56.99396913,23.57282486,8.110807227,2017,49.90054753
109,110,Bangladesh,Southern Asia,4.607999802,30.89279678,47.05223002,71.4640688,20.17031373,25.1717407,2017,45.64408325
110,111,Namibia,Sub-Saharan Africa,4.573999882,50.78394104,29.87849741,77.73072199,9.032008676,18.95176207,2017,68.20368405
111,112,Kenya,Sub-Saharan Africa,4.552999973,29.51300591,27.35281462,67.6406198,52.09110716,13.15197768,2017,66.30870242
112,113,Mozambique,Sub-Saharan Africa,4.550000191,12.33776526,9.410995615,71.82776072,37.73143689,36.50827935,2017,54.06153404
113,114,Myanmar,Southeastern Asia,4.545000076,19.33083472,35.07667671,76.86251137,98.13476749,38.41670527,2017,69.7413429
114,115,Senegal,Sub-Saharan Africa,4.534999847,25.2388374,36.12144208,56.45967782,21.48336809,23.49168075,2017,73.24667514
115,116,Zambia,Sub-Saharan Africa,4.513999939,33.51108883,22.75097577,68.96123028,29.22469323,15.91339531,2017,62.28756297
116,117,Iraq,Middle East and Northern Africa,4.497000217,58.06510903,44.22326355,43.10873912,23.37661035,21.81420846,2017,60.76176528
117,118,Gabon,Sub-Saharan Africa,4.465000153,63.09381214,31.46385351,46.66031188,5.127067502,15.47254388,2017,71.75207176
118,119,Ethiopia,Sub-Saharan Africa,4.460000038,17.86293908,31.18423716,61.0790407,36.60997141,33.66375998,2017,53.6870209
119,120,Sri Lanka,Southern Asia,4.440000057,53.17538875,55.16042064,83.84242566,57.47787756,14.98569848,2017,78.23151134
120,121,Armenia,Central and Eastern Europe,4.375999928,47.42246352,56.25400909,29.62550655,9.776073627,5.427200442,2017,62.55432637
121,122,India,Southern Asia,4.315000057,41.71576652,40.18611405,70.21368471,27.11209792,18.76456036,2017,46.83874156
122,123,Mauritania,Sub-Saharan Africa,4.291999817,34.14562904,25.17870738,14.35656225,23.63805635,27.86538843,2017,78.97996769
123,124,Congo (Brazzaville),Sub-Saharan Africa,4.290999889,42.59739808,25.58532263,64.99066783,14.1512313,16.19917305,2017,51.66135548
124,125,Georgia,Central and Eastern Europe,4.285999775,50.05613779,57.31485771,46.22429652,6.324185218,51.20430725,2017,35.4292899
125,126,Congo (Kinshasa),Sub-Saharan Africa,4.28000021,4.849806905,16.88941172,35.25143355,28.85885063,12.25675753,2017,76.30965427
126,127,Mali,Sub-Saharan Africa,4.190000057,25.07409937,14.94452258,45.80654459,21.46993793,21.35733547,2017,79.56625356
127,128,Ivory Coast,Sub-Saharan Africa,4.179999828,31.75457365,4.292097594,66.88504389,23.56398715,26.46247923,2017,56.17748867
128,129,Cambodia,Southeastern Asia,4.168000221,31.68697167,37.92331481,94.62314893,45.18981416,13.85689459,2017,62.47700118
129,130,Sudan,Sub-Saharan Africa,4.138999939,34.72798086,25.67033041,2.240305037,21.34853945,18.28045269,2017,75.37738498
130,131,Ghana,Sub-Saharan Africa,4.119999886,35.13386577,26.08654145,63.1979916,30.08461849,5.154959321,2017,54.24555053
131,132,Ukraine,Central and Eastern Europe,4.096000195,47.10943052,50.81672926,18.37181036,31.62296191,4.685595681,2017,86.58636995
132,133,Uganda,Sub-Saharan Africa,4.080999851,20.08488753,19.20350991,66.20974324,38.145715,11.61145344,2017,70.15062536
133,134,Burkina Faso,Sub-Saharan Africa,4.032000065,18.44184004,19.0457093,48.4589186,29.37510695,24.48205859,2017,64.77690568
134,135,Niger,Sub-Saharan Africa,4.027999878,8.526455593,23.69239904,54.32877245,26.77666122,28.19416926,2017,61.65658955
135,136,Malawi,Sub-Saharan Africa,3.970000029,12.2922903,27.8029383,69.75469094,33.62634831,14.79397485,2017,31.82522686
136,137,Chad,Sub-Saharan Africa,3.936000109,23.06432395,3.629653299,24.25307885,25.30594325,10.90181525,2017,59.22459123
137,138,Zimbabwe,Sub-Saharan Africa,3.875,19.79084295,17.36207986,50.25410149,22.14783786,19.40515606,2017,67.24906173
